j,s,t,demand
Decline 4,25,2032,0.0
Decline 5,25,2025,2040.800368
Decline 5,25,2026,1710.304
Decline 5,25,2027,1592.103307
Decline 5,25,2028,1511.695501
Decline 5,25,2029,1356.812827
Decline 5,25,2030,1218.610036
Decline 5,25,2031,1020.198713
Decline 5,25,2032,823.9449517
Growth 1,25,2025,0.0
Growth 1,25,2026,0.0
Growth 1,25,2027,0.0
Growth 1,25,2028,0.0
Growth 1,25,2029,0.0
Growth 1,25,2030,0.0
Growth 1,25,2031,0.0
Growth 1,25,2032,0.0
Growth 2,25,2025,0.0
Growth 2,25,2026,0.0
Growth 2,25,2027,0.0
Growth 2,25,2028,1083.0
Growth 2,25,2029,1549.0
Growth 2,25,2030,2820.0
Growth 2,25,2031,4781.0
Growth 2,25,2032,5758.265744
Growth 3,25,2025,0.0
Growth 3,25,2026,0.0
Growth 3,25,2027,0.0
Growth 3,25,2028,0.0
Growth 3,25,2029,0.0
Growth 3,25,2030,0.0
Growth 3,25,2031,0.0
Growth 3,25,2032,0.0
Growth 4,25,2025,0.0
Growth 4,25,2026,0.0
Growth 4,25,2027,0.0
Growth 4,25,2028,0.055453767
Growth 4,25,2029,3.666261294
Growth 4,25,2030,58.9189185
Growth 4,25,2031,182.947232
Growth 4,25,2032,252.194049
Growth 5,25,2025,0.0
Growth 5,25,2026,0.0
Growth 5,25,2027,3.711344179
Growth 5,25,2028,24.12748395
Growth 5,25,2029,58.41395903
Growth 5,25,2030,86.00016675
Growth 5,25,2031,103.3280894
Growth 5,25,2032,118.15574
Growth 6,25,2025,0.0
Growth 6,25,2026,0.0
Growth 6,25,2027,0.0
Growth 6,25,2028,0.0
Growth 6,25,2029,0.0
Growth 6,25,2030,0.0
Growth 6,25,2031,0.0
Growth 6,25,2032,0.0
Growth 7,25,2025,215.2184
Growth 7,25,2026,333.6516932
Growth 7,25,2027,489.4022653
Growth 7,25,2028,835.2893713
Growth 7,25,2029,1163.923767
Growth 7,25,2030,1394.012203
Growth 7,25,2031,1223.348171
Growth 7,25,2032,1319.852451
Growth 8,25,2025,0.0
Growth 8,25,2026,0.0
Growth 8,25,2027,0.0
Growth 8,25,2028,0.0
Growth 8,25,2029,0.0
Growth 8,25,2030,0.0
Growth 8,25,2031,0.0
Growth 8,25,2032,0.0
Growth 9,25,2025,0.0
Growth 9,25,2026,0.0
Growth 9,25,2027,0.0
Growth 9,25,2028,684.6243048
Growth 9,25,2029,3137.725002
Growth 9,25,2030,6550.566579
Growth 9,25,2031,9302.979184
Growth 9,25,2032,11088.26749
Mature 1,25,2025,38.2
Mature 1,25,2026,38.2
Mature 1,25,2027,38.2
Mature 1,25,2028,61.33333333
Mature 1,25,2029,62.19999999
Mature 1,25,2030,61.33333333
Mature 1,25,2031,91.79059773
Mature 1,25,2032,108.2223361
Mature 2,25,2025,1622.078506
Mature 2,25,2026,1946.722985
Mature 2,25,2027,1637.12799
Mature 2,25,2028,2184.0
Mature 2,25,2029,2079.0
Mature 2,25,2030,1947.0
Mature 2,25,2031,1511.0
Mature 2,25,2032,1896.191757
Mature 3,25,2025,1567.329269
Mature 3,25,2026,1719.115854
Mature 3,25,2027,1800.516064
Mature 3,25,2028,2114.430603
Mature 3,25,2029,1921.259676
Mature 3,25,2030,2129.139135
Mature 3,25,2031,2384.464011
Mature 3,25,2032,2399.333908
Mature 4,25,2025,1821.5
Mature 4,25,2026,2003.5
Mature 4,25,2027,1912.5
Mature 4,25,2028,1734.0
Mature 4,25,2029,1580.5
Mature 4,25,2030,1410.333334
Mature 4,25,2031,1244.333334
Mature 4,25,2032,1078.333334
Decline 1,26,2025,3456.259145
Decline 1,26,2026,3407.943895
Decline 1,26,2027,3113.55503
Decline 1,26,2028,3047.166165
Decline 1,26,2029,2259.22184
Decline 1,26,2030,977.7220551
Decline 1,26,2031,977.7220551
Decline 1,26,2032,607.5554601
Decline 2,26,2025,1382.830353
Decline 2,26,2026,1089.841929
Decline 2,26,2027,1065.886626
Decline 2,26,2028,1179.327024
Decline 2,26,2029,1189.841929
Decline 2,26,2030,991.393526
Decline 2,26,2031,944.9238804
Decline 2,26,2032,1194.99404
Decline 3,26,2025,2599.0
Decline 3,26,2026,2314.0
Decline 3,26,2027,2188.0
Decline 3,26,2028,1497.667701
Decline 3,26,2029,1171.788571
Decline 3,26,2030,691.2601275
Decline 3,26,2031,492.4739318
Decline 3,26,2032,584.2266571
Decline 4,26,2025,214.4533333
Decline 4,26,2026,208.4533333
Decline 4,26,2027,191.7866667
Decline 4,26,2028,181.12
Decline 4,26,2029,76.43331867
Decline 4,26,2030,36.66666667
Decline 4,26,2031,0.0
Decline 4,26,2032,0.0
Decline 5,26,2025,2040.800368
Decline 5,26,2026,1710.304
Decline 5,26,2027,1592.103307
Decline 5,26,2028,1511.695501
Decline 5,26,2029,1356.812827
Decline 5,26,2030,1218.610036
Decline 5,26,2031,1020.198713
Decline 5,26,2032,823.9449517
Growth 1,26,2025,0.0
Growth 1,26,2026,0.0
Growth 1,26,2027,0.0
Growth 1,26,2028,48.99999999
Growth 1,26,2029,79.01491413
Growth 1,26,2030,161.1043138
Growth 1,26,2031,194.5313599
Growth 1,26,2032,198.8655466
Growth 2,26,2025,0.0
Growth 2,26,2026,0.0
Growth 2,26,2027,0.0
Growth 2,26,2028,115.0
Growth 2,26,2029,460.0
Growth 2,26,2030,1610.0
Growth 2,26,2031,3450.0
Growth 2,26,2032,3758.265744
Growth 3,26,2025,0.0
Growth 3,26,2026,0.0
Growth 3,26,2027,0.0
Growth 3,26,2028,0.0
Growth 3,26,2029,0.0
Growth 3,26,2030,0.0
Growth 3,26,2031,0.0
Growth 3,26,2032,0.0
Growth 4,26,2025,0.0
Growth 4,26,2026,0.0
Growth 4,26,2027,0.0
Growth 4,26,2028,0.036969178
Growth 4,26,2029,2.444174196
Growth 4,26,2030,39.279279
Growth 4,26,2031,121.9648213
Growth 4,26,2032,168.129366
Growth 5,26,2025,0.0
Growth 5,26,2026,0.0
Growth 5,26,2027,14.78274778
Growth 5,26,2028,93.0650761
Growth 5,26,2029,225.5690067
Growth 5,26,2030,331.837604
Growth 5,26,2031,395.9472962
Growth 5,26,2032,449.7006275
Growth 6,26,2025,0.0
Growth 6,26,2026,127.0
Growth 6,26,2027,289.2264985
Growth 6,26,2028,1451.424447
Growth 6,26,2029,3787.146281
Growth 6,26,2030,7476.161161
Growth 6,26,2031,11429.1313
Growth 6,26,2032,14217.23982
Growth 7,26,2025,0.0
Growth 7,26,2026,0.0
Growth 7,26,2027,0.0
Growth 7,26,2028,0.0
Growth 7,26,2029,0.0
Growth 7,26,2030,0.0
Growth 7,26,2031,0.0
Growth 7,26,2032,0.0
Growth 8,26,2025,0.0
Growth 8,26,2026,0.0
Growth 8,26,2027,0.0
Growth 8,26,2028,0.0
Growth 8,26,2029,0.0
Growth 8,26,2030,0.0
Growth 8,26,2031,0.0
Growth 8,26,2032,0.0
Growth 9,26,2025,0.0
Growth 9,26,2026,0.0
Growth 9,26,2027,0.0
Growth 9,26,2028,684.6243048
Growth 9,26,2029,3137.725002
Growth 9,26,2030,6550.566579
Growth 9,26,2031,9302.979184
Growth 9,26,2032,11088.26749
Mature 1,26,2025,103.3
Mature 1,26,2026,103.3
Mature 1,26,2027,103.3
Mature 1,26,2028,149.3
Mature 1,26,2029,149.3
Mature 1,26,2030,149.3
Mature 1,26,2031,297.8258984
Mature 1,26,2032,339.3104838
Mature 2,26,2025,1622.078506
Mature 2,26,2026,1946.722985
Mature 2,26,2027,1637.12799
Mature 2,26,2028,2184.0
Mature 2,26,2029,2079.0
Mature 2,26,2030,1947.0
Mature 2,26,2031,1511.0
Mature 2,26,2032,1896.191757
Mature 3,26,2025,1168.863415
Mature 3,26,2026,1240.863415
Mature 3,26,2027,1201.256541
Mature 3,26,2028,1404.974944
Mature 3,26,2029,1367.619723
Mature 3,26,2030,1045.063032
Mature 3,26,2031,1142.910101
Mature 3,26,2032,1011.38572
Mature 4,26,2025,870.5
Mature 4,26,2026,1016.0
Mature 4,26,2027,952.5
Mature 4,26,2028,876.0
Mature 4,26,2029,612.0
Mature 4,26,2030,464.9813969
Mature 4,26,2031,551.5
Mature 4,26,2032,589.550909
Decline 1,27,2025,4072.129212
Decline 1,27,2026,4050.943895
Decline 1,27,2027,3670.555031
Decline 1,27,2028,3736.943895
Decline 1,27,2029,2882.610705
Decline 1,27,2030,1544.11092
Decline 1,27,2031,1544.11092
Decline 1,27,2032,1256.713338
Decline 2,27,2025,1382.830353
Decline 2,27,2026,1089.841929
Decline 2,27,2027,1065.886626
Decline 2,27,2028,1179.327024
Decline 2,27,2029,1189.841929
Decline 2,27,2030,991.393526
Decline 2,27,2031,944.9238804
Decline 2,27,2032,1194.99404
Decline 3,27,2025,2375.133859
Decline 3,27,2026,1923.0
Decline 3,27,2027,1645.0
Decline 3,27,2028,1119.0
Decline 3,27,2029,526.0000001
Decline 3,27,2030,392.0
Decline 3,27,2031,201.0
Decline 3,27,2032,316.305327
Decline 4,27,2025,1091.52
Decline 4,27,2026,1063.02
Decline 4,27,2027,1019.52
Decline 4,27,2028,1004.52
Decline 4,27,2029,744.18
Decline 4,27,2030,458.3400002
Decline 4,27,2031,0.0
Decline 4,27,2032,0.0
Decline 5,27,2025,2040.800368
Decline 5,27,2026,1710.304
Decline 5,27,2027,1592.103307
Decline 5,27,2028,1511.695501
Decline 5,27,2029,1356.812827
Decline 5,27,2030,1218.610036
Decline 5,27,2031,1020.198713
Decline 5,27,2032,823.9449517
Growth 1,27,2025,0.0
Growth 1,27,2026,0.0
Growth 1,27,2027,0.0
Growth 1,27,2028,0.0
Growth 1,27,2029,0.0
Growth 1,27,2030,0.0
Growth 1,27,2031,0.0
Growth 1,27,2032,0.0
Growth 2,27,2025,0.0
Growth 2,27,2026,0.0
Growth 2,27,2027,0.0
Growth 2,27,2028,0.0
Growth 2,27,2029,115.0
Growth 2,27,2030,230.0
Growth 2,27,2031,690.0
Growth 2,27,2032,1265.0
Growth 3,27,2025,0.0
Growth 3,27,2026,0.0
Growth 3,27,2027,0.0
Growth 3,27,2028,0.0
Growth 3,27,2029,0.0
Growth 3,27,2030,0.0
Growth 3,27,2031,0.0
Growth 3,27,2032,0.0
Growth 4,27,2025,0.0
Growth 4,27,2026,0.0
Growth 4,27,2027,0.0
Growth 4,27,2028,0.055453767
Growth 4,27,2029,3.666261294
Growth 4,27,2030,58.9189185
Growth 4,27,2031,182.947232
Growth 4,27,2032,252.194049
Growth 5,27,2025,0.0
Growth 5,27,2026,0.0
Growth 5,27,2027,14.78274778
Growth 5,27,2028,93.0650761
Growth 5,27,2029,225.5690067
Growth 5,27,2030,331.837604
Growth 5,27,2031,395.9472962
Growth 5,27,2032,449.7006275
Growth 6,27,2025,0.0
Growth 6,27,2026,127.0
Growth 6,27,2027,289.2264985
Growth 6,27,2028,1451.424447
Growth 6,27,2029,3787.146281
Growth 6,27,2030,7476.161161
Growth 6,27,2031,11429.1313
Growth 6,27,2032,14217.23982
Growth 7,27,2025,93.73946666
Growth 7,27,2026,187.4789333
Growth 7,27,2027,287.0685692
Growth 7,27,2028,468.1073593
Growth 7,27,2029,610.666967
Growth 7,27,2030,736.5398098
Growth 7,27,2031,796.2716264
Growth 7,27,2032,710.5446219
Growth 8,27,2025,0.0
Growth 8,27,2026,0.0
Growth 8,27,2027,0.0
Growth 8,27,2028,0.0
Growth 8,27,2029,0.0
Growth 8,27,2030,0.0
Growth 8,27,2031,0.0
Growth 8,27,2032,0.0
Growth 9,27,2025,0.0
Growth 9,27,2026,0.0
Growth 9,27,2027,0.0
Growth 9,27,2028,420.5743846
Growth 9,27,2029,1836.071143
Growth 9,27,2030,3774.986971
Growth 9,27,2031,5274.56421
Growth 9,27,2032,6166.945734
Mature 1,27,2025,228.0
Mature 1,27,2026,228.0
Mature 1,27,2027,228.0
Mature 1,27,2028,289.95
Mature 1,27,2029,292.95
Mature 1,27,2030,297.3308939
Mature 1,27,2031,566.9015648
Mature 1,27,2032,558.6735597
Mature 2,27,2025,818.0246624
Mature 2,27,2026,839.3377254
Mature 2,27,2027,908.3808986
Mature 2,27,2028,1013.76
Mature 2,27,2029,1079.04
Mature 2,27,2030,897.92
Mature 2,27,2031,810.24
Mature 2,27,2032,1069.461686
Mature 3,27,2025,1567.329269
Mature 3,27,2026,1719.115854
Mature 3,27,2027,1800.516064
Mature 3,27,2028,2114.430603
Mature 3,27,2029,1921.259676
Mature 3,27,2030,2129.139135
Mature 3,27,2031,2384.464011
Mature 3,27,2032,2399.333908
Mature 4,27,2025,2308.75
Mature 4,27,2026,2504.375
Mature 4,27,2027,2397.5
Mature 4,27,2028,2385.625
Mature 4,27,2029,2410.0
Mature 4,27,2030,2600.625
Mature 4,27,2031,2572.973603
Mature 4,27,2032,2437.80992
Decline 1,28,2025,2894.7773
Decline 1,28,2026,2600.388435
Decline 1,28,2027,2543.388435
Decline 1,28,2028,2666.7773
Decline 1,28,2029,1565.66638
Decline 1,28,2030,473.9443251
Decline 1,28,2031,239.7990071
Decline 1,28,2032,32.8432985
Decline 2,28,2025,1382.830353
Decline 2,28,2026,1089.841929
Decline 2,28,2027,1065.886626
Decline 2,28,2028,1179.327024
Decline 2,28,2029,1189.841929
Decline 2,28,2030,991.393526
Decline 2,28,2031,944.9238804
Decline 2,28,2032,1194.99404
Decline 3,28,2025,2375.133859
Decline 3,28,2026,1923.0
Decline 3,28,2027,1645.0
Decline 3,28,2028,1119.0
Decline 3,28,2029,526.0000001
Decline 3,28,2030,392.0
Decline 3,28,2031,201.0
Decline 3,28,2032,316.305327
Decline 4,28,2025,214.4533333
Decline 4,28,2026,208.4533333
Decline 4,28,2027,191.7866667
Decline 4,28,2028,181.12
Decline 4,28,2029,76.43331867
Decline 4,28,2030,36.66666667
Decline 4,28,2031,0.0
Decline 4,28,2032,0.0
Decline 5,28,2025,2040.800368
Decline 5,28,2026,1710.304
Decline 5,28,2027,1592.103307
Decline 5,28,2028,1511.695501
Decline 5,28,2029,1356.812827
Decline 5,28,2030,1218.610036
Decline 5,28,2031,1020.198713
Decline 5,28,2032,823.9449517
Growth 1,28,2025,0.0
Growth 1,28,2026,0.0
Growth 1,28,2027,0.0
Growth 1,28,2028,0.0
Growth 1,28,2029,0.0
Growth 1,28,2030,0.0
Growth 1,28,2031,0.0
Growth 1,28,2032,0.0
Growth 2,28,2025,0.0
Growth 2,28,2026,0.0
Growth 2,28,2027,0.0
Growth 2,28,2028,0.0
Growth 2,28,2029,115.0
Growth 2,28,2030,230.0
Growth 2,28,2031,690.0
Growth 2,28,2032,1265.0
Growth 3,28,2025,0.0
Growth 3,28,2026,0.0
Growth 3,28,2027,71.55173043
Growth 3,28,2028,365.2770063
Growth 3,28,2029,1442.793851
Growth 3,28,2030,3070.038021
Growth 3,28,2031,4124.136222
Growth 3,28,2032,5688.024813
Growth 4,28,2025,0.0
Growth 4,28,2026,0.0
Growth 4,28,2027,0.0
Growth 4,28,2028,0.0
Growth 4,28,2029,0.75
Growth 4,28,2030,35.12
Growth 4,28,2031,119.5
Growth 4,28,2032,105.198
Growth 5,28,2025,0.0
Growth 5,28,2026,0.0
Growth 5,28,2027,14.78274778
Growth 5,28,2028,93.0650761
Growth 5,28,2029,225.5690067
Growth 5,28,2030,331.837604
Growth 5,28,2031,395.9472962
Growth 5,28,2032,449.7006275
Growth 6,28,2025,0.0
Growth 6,28,2026,0.0
Growth 6,28,2027,0.0
Growth 6,28,2028,404.8659044
Growth 6,28,2029,1127.547098
Growth 6,28,2030,2224.568158
Growth 6,28,2031,3385.53918
Growth 6,28,2032,4198.824283
Growth 7,28,2025,0.0
Growth 7,28,2026,0.0
Growth 7,28,2027,0.0
Growth 7,28,2028,0.0
Growth 7,28,2029,0.0
Growth 7,28,2030,0.0
Growth 7,28,2031,0.0
Growth 7,28,2032,0.0
Growth 8,28,2025,0.0
Growth 8,28,2026,0.0
Growth 8,28,2027,0.0
Growth 8,28,2028,0.0
Growth 8,28,2029,0.0
Growth 8,28,2030,0.0
Growth 8,28,2031,0.0
Growth 8,28,2032,0.0
Growth 9,28,2025,0.0
Growth 9,28,2026,0.0
Growth 9,28,2027,0.0
Growth 9,28,2028,0.0
Growth 9,28,2029,0.0
Growth 9,28,2030,0.0
Growth 9,28,2031,0.0
Growth 9,28,2032,0.0
Mature 1,28,2025,228.0
Mature 1,28,2026,228.0
Mature 1,28,2027,228.0
Mature 1,28,2028,289.95
Mature 1,28,2029,292.95
Mature 1,28,2030,297.3308939
Mature 1,28,2031,566.9015648
Mature 1,28,2032,558.6735597
Mature 2,28,2025,1622.078506
Mature 2,28,2026,1946.722985
Mature 2,28,2027,1637.12799
Mature 2,28,2028,2184.0
Mature 2,28,2029,2079.0
Mature 2,28,2030,1947.0
Mature 2,28,2031,1511.0
Mature 2,28,2032,1896.191757
Mature 3,28,2025,1168.863415
Mature 3,28,2026,1240.863415
Mature 3,28,2027,1201.256541
Mature 3,28,2028,1404.974944
Mature 3,28,2029,1367.619723
Mature 3,28,2030,1045.063032
Mature 3,28,2031,1142.910101
Mature 3,28,2032,1011.38572
Mature 4,28,2025,870.5
Mature 4,28,2026,1016.0
Mature 4,28,2027,952.5
Mature 4,28,2028,876.0
Mature 4,28,2029,612.0
Mature 4,28,2030,464.9813969
Mature 4,28,2031,551.5
Mature 4,28,2032,589.550909
Decline 1,29,2025,3456.259145
Decline 1,29,2026,3407.943895
Decline 1,29,2027,3113.55503
Decline 1,29,2028,3047.166165
Decline 1,29,2029,2259.22184
Decline 1,29,2030,977.7220551
Decline 1,29,2031,977.7220551
Decline 1,29,2032,607.5554601
Decline 2,29,2025,663.8815771
Decline 2,29,2026,496.8337191
Decline 2,29,2027,464.2887564
Decline 2,29,2028,483.5003857
Decline 2,29,2029,458.4887564
Decline 2,29,2030,397.4300391
Decline 2,29,2031,404.3279044
Decline 2,29,2032,379.4511235
Decline 3,29,2025,2599.0
Decline 3,29,2026,2314.0
Decline 3,29,2027,2188.0
Decline 3,29,2028,1497.667701
Decline 3,29,2029,1171.788571
Decline 3,29,2030,691.2601275
Decline 3,29,2031,492.4739318
Decline 3,29,2032,584.2266571
Decline 4,29,2025,559.68
Decline 4,29,2026,549.68
Decline 4,29,2027,539.68
Decline 4,29,2028,529.68
Decline 4,29,2029,373.12
Decline 4,29,2030,186.5600001
Decline 4,29,2031,0.0
Decline 4,29,2032,0.0
Decline 5,29,2025,2040.800368
Decline 5,29,2026,1710.304
Decline 5,29,2027,1592.103307
Decline 5,29,2028,1511.695501
Decline 5,29,2029,1356.812827
Decline 5,29,2030,1218.610036
Decline 5,29,2031,1020.198713
Decline 5,29,2032,823.9449517
Growth 1,29,2025,0.0
Growth 1,29,2026,0.0
Growth 1,29,2027,0.0
Growth 1,29,2028,0.0
Growth 1,29,2029,0.0
Growth 1,29,2030,0.0
Growth 1,29,2031,0.0
Growth 1,29,2032,0.0
Growth 2,29,2025,0.0
Growth 2,29,2026,0.0
Growth 2,29,2027,0.0
Growth 2,29,2028,115.0
Growth 2,29,2029,460.0
Growth 2,29,2030,1610.0
Growth 2,29,2031,3450.0
Growth 2,29,2032,3758.265744
Growth 3,29,2025,0.0
Growth 3,29,2026,0.0
Growth 3,29,2027,55.76354826
Growth 3,29,2028,172.0499227
Growth 3,29,2029,789.1875069
Growth 3,29,2030,2013.330648
Growth 3,29,2031,2975.817231
Growth 3,29,2032,4040.98506
Growth 4,29,2025,0.0
Growth 4,29,2026,0.0
Growth 4,29,2027,0.0
Growth 4,29,2028,0.055453767
Growth 4,29,2029,3.666261294
Growth 4,29,2030,58.9189185
Growth 4,29,2031,182.947232
Growth 4,29,2032,252.194049
Growth 5,29,2025,0.0
Growth 5,29,2026,0.0
Growth 5,29,2027,14.78274778
Growth 5,29,2028,93.0650761
Growth 5,29,2029,225.5690067
Growth 5,29,2030,331.837604
Growth 5,29,2031,395.9472962
Growth 5,29,2032,449.7006275
Growth 6,29,2025,0.0
Growth 6,29,2026,127.0
Growth 6,29,2027,289.2264985
Growth 6,29,2028,1451.424447
Growth 6,29,2029,3787.146281
Growth 6,29,2030,7476.161161
Growth 6,29,2031,11429.1313
Growth 6,29,2032,14217.23982
Growth 7,29,2025,93.73946666
Growth 7,29,2026,187.4789333
Growth 7,29,2027,287.0685692
Growth 7,29,2028,468.1073593
Growth 7,29,2029,610.666967
Growth 7,29,2030,736.5398098
Growth 7,29,2031,796.2716264
Growth 7,29,2032,710.5446219
Growth 8,29,2025,0.0
Growth 8,29,2026,0.0
Growth 8,29,2027,0.0
Growth 8,29,2028,0.0
Growth 8,29,2029,0.0
Growth 8,29,2030,0.0
Growth 8,29,2031,308.852459
Growth 8,29,2032,1434.681788
Growth 9,29,2025,0.0
Growth 9,29,2026,0.0
Growth 9,29,2027,0.0
Growth 9,29,2028,420.5743846
Growth 9,29,2029,1836.071143
Growth 9,29,2030,3774.986971
Growth 9,29,2031,5274.56421
Growth 9,29,2032,6166.945734
Mature 1,29,2025,103.3
Mature 1,29,2026,103.3
Mature 1,29,2027,103.3
Mature 1,29,2028,149.3
Mature 1,29,2029,149.3
Mature 1,29,2030,149.3
Mature 1,29,2031,297.8258984
Mature 1,29,2032,339.3104838
Mature 2,29,2025,1622.078506
Mature 2,29,2026,1946.722985
Mature 2,29,2027,1637.12799
Mature 2,29,2028,2184.0
Mature 2,29,2029,2079.0
Mature 2,29,2030,1947.0
Mature 2,29,2031,1511.0
Mature 2,29,2032,1896.191757
Mature 3,29,2025,1168.863415
Mature 3,29,2026,1240.863415
Mature 3,29,2027,1201.256541
Mature 3,29,2028,1404.974944
Mature 3,29,2029,1367.619723
Mature 3,29,2030,1045.063032
Mature 3,29,2031,1142.910101
Mature 3,29,2032,1011.38572
Mature 4,29,2025,1821.5
Mature 4,29,2026,2003.5
Mature 4,29,2027,1912.5
Mature 4,29,2028,1734.0
Mature 4,29,2029,1580.5
Mature 4,29,2030,1410.333334
Mature 4,29,2031,1244.333334
Mature 4,29,2032,1078.333334
Decline 1,30,2025,3456.259145
Decline 1,30,2026,3407.943895
Decline 1,30,2027,3113.55503
Decline 1,30,2028,3047.166165
Decline 1,30,2029,2259.22184
Decline 1,30,2030,977.7220551
Decline 1,30,2031,977.7220551
Decline 1,30,2032,607.5554601
Decline 2,30,2025,663.8815771
Decline 2,30,2026,496.8337191
Decline 2,30,2027,464.2887564
Decline 2,30,2028,483.5003857
Decline 2,30,2029,458.4887564
Decline 2,30,2030,397.4300391
Decline 2,30,2031,404.3279044
Decline 2,30,2032,379.4511235
Decline 3,30,2025,2599.0
Decline 3,30,2026,2314.0
Decline 3,30,2027,2188.0
Decline 3,30,2028,1497.667701
Decline 3,30,2029,1171.788571
Decline 3,30,2030,691.2601275
Decline 3,30,2031,492.4739318
Decline 3,30,2032,584.2266571
Decline 4,30,2025,1091.52
Decline 4,30,2026,1063.02
Decline 4,30,2027,1019.52
Decline 4,30,2028,1004.52
Decline 4,30,2029,744.18
Decline 4,30,2030,458.3400002
Decline 4,30,2031,0.0
Decline 4,30,2032,0.0
Decline 5,30,2025,2040.800368
Decline 5,30,2026,1910.304
Decline 5,30,2027,1792.103307
Decline 5,30,2028,1711.695501
Decline 5,30,2029,1556.812827
Decline 5,30,2030,1418.610036
Decline 5,30,2031,1367.367525
Decline 5,30,2032,1111.797171
Growth 1,30,2025,0.0
Growth 1,30,2026,0.0
Growth 1,30,2027,0.0
Growth 1,30,2028,0.0
Growth 1,30,2029,0.0
Growth 1,30,2030,0.0
Growth 1,30,2031,0.0
Growth 1,30,2032,0.0
Growth 2,30,2025,0.0
Growth 2,30,2026,0.0
Growth 2,30,2027,0.0
Growth 2,30,2028,0.0
Growth 2,30,2029,0.0
Growth 2,30,2030,0.0
Growth 2,30,2031,0.0
Growth 2,30,2032,0.0
Growth 3,30,2025,0.0
Growth 3,30,2026,0.0
Growth 3,30,2027,55.76354826
Growth 3,30,2028,172.0499227
Growth 3,30,2029,789.1875069
Growth 3,30,2030,2013.330648
Growth 3,30,2031,2975.817231
Growth 3,30,2032,4040.98506
Growth 4,30,2025,0.0
Growth 4,30,2026,0.0
Growth 4,30,2027,0.0
Growth 4,30,2028,0.055453767
Growth 4,30,2029,3.666261294
Growth 4,30,2030,58.9189185
Growth 4,30,2031,182.947232
Growth 4,30,2032,252.194049
Growth 5,30,2025,0.0
Growth 5,30,2026,0.0
Growth 5,30,2027,14.78274778
Growth 5,30,2028,93.0650761
Growth 5,30,2029,225.5690067
Growth 5,30,2030,331.837604
Growth 5,30,2031,395.9472962
Growth 5,30,2032,449.7006275
Growth 6,30,2025,0.0
Growth 6,30,2026,190.0
Growth 6,30,2027,815.8364985
Growth 6,30,2028,2053.264447
Growth 6,30,2029,4464.216281
Growth 6,30,2030,8228.461161
Growth 6,30,2031,12256.6613
Growth 6,30,2032,15119.99982
Growth 7,30,2025,93.73946666
Growth 7,30,2026,187.4789333
Growth 7,30,2027,287.0685692
Growth 7,30,2028,468.1073593
Growth 7,30,2029,610.666967
Growth 7,30,2030,736.5398098
Growth 7,30,2031,796.2716264
Growth 7,30,2032,710.5446219
Growth 8,30,2025,0.0
Growth 8,30,2026,0.0
Growth 8,30,2027,0.0
Growth 8,30,2028,0.0
Growth 8,30,2029,0.0
Growth 8,30,2030,0.0
Growth 8,30,2031,96.39344262
Growth 8,30,2032,545.4421738
Growth 9,30,2025,0.0
Growth 9,30,2026,0.0
Growth 9,30,2027,0.0
Growth 9,30,2028,420.5743846
Growth 9,30,2029,1836.071143
Growth 9,30,2030,3774.986971
Growth 9,30,2031,5274.56421
Growth 9,30,2032,6166.945734
Mature 1,30,2025,228.0
Mature 1,30,2026,228.0
Mature 1,30,2027,228.0
Mature 1,30,2028,289.95
Mature 1,30,2029,292.95
Mature 1,30,2030,297.3308939
Mature 1,30,2031,566.9015648
Mature 1,30,2032,558.6735597
Mature 2,30,2025,2650.016952
Mature 2,30,2026,3353.577983
Mature 2,30,2027,3031.589928
Mature 2,30,2028,3521.875
Mature 2,30,2029,3445.732255
Mature 2,30,2030,3823.4375
Mature 2,30,2031,3941.936731
Mature 2,30,2032,4681.54962
Mature 3,30,2025,832.5756098
Mature 3,30,2026,886.5756098
Mature 3,30,2027,810.6839595
Mature 3,30,2028,917.035907
Mature 3,30,2029,875.1454061
Mature 3,30,2030,653.9194086
Mature 3,30,2031,421.7170732
Mature 3,30,2032,421.7170732
Mature 4,30,2025,870.5
Mature 4,30,2026,1016.0
Mature 4,30,2027,952.5
Mature 4,30,2028,876.0
Mature 4,30,2029,612.0
Mature 4,30,2030,464.9813969
Mature 4,30,2031,551.5
Mature 4,30,2032,589.550909
Decline 1,31,2025,2894.7773
Decline 1,31,2026,2600.388435
Decline 1,31,2027,2543.388435
Decline 1,31,2028,2666.7773
Decline 1,31,2029,1565.66638
Decline 1,31,2030,473.9443251
Decline 1,31,2031,239.7990071
Decline 1,31,2032,32.8432985
Decline 2,31,2025,1382.830353
Decline 2,31,2026,1089.841929
Decline 2,31,2027,1065.886626
Decline 2,31,2028,1179.327024
Decline 2,31,2029,1189.841929
Decline 2,31,2030,991.393526
Decline 2,31,2031,944.9238804
Decline 2,31,2032,1194.99404
Decline 3,31,2025,2599.0
Decline 3,31,2026,2314.0
Decline 3,31,2027,2188.0
Decline 3,31,2028,1497.667701
Decline 3,31,2029,1171.788571
Decline 3,31,2030,691.2601275
Decline 3,31,2031,492.4739318
Decline 3,31,2032,584.2266571
Decline 4,31,2025,214.4533333
Decline 4,31,2026,208.4533333
Decline 4,31,2027,191.7866667
Decline 4,31,2028,181.12
Decline 4,31,2029,76.43331867
Decline 4,31,2030,36.66666667
Decline 4,31,2031,0.0
Decline 4,31,2032,0.0
Decline 5,31,2025,1809.32464
Decline 5,31,2026,1297.792
