scenario_id,probability,state__product_e1,state__product_e2,state__product_e3,state__product_e4,Multi-period,Start-period,Long-chain,Decision-rule,Perfect Information,Start-period RO,Multi-period RO,Start-period DRO,Multi-period DRO
29,0.025,Decrease,Decrease,Increase,Increase,215670.06057515036,215650.5905913753,213737.89193613362,209611.75889139943,216292.52441554348,203553.4572076486,203553.4572076486,215650.5905913753,215670.0605751503
30,0.025,Flat,Increase,Increase,Flat,216189.26014248404,215650.59059137525,215650.59059137528,200324.67527448808,222182.94510828378,219650.59059137525,219650.59059137525,215650.59059137528,216189.26014248398
31,0.025,Flat,Flat,Flat,Decrease,208140.6934506207,207602.023899512,207602.02389951193,211602.02389951193,211602.02389951196,211602.02389951193,211602.02389951193,207602.02389951196,208140.6934506207
32,0.025,Increase,Decrease,Flat,Decrease,207881.0936669539,207602.02389951202,207602.02389951205,203553.4572076486,209922.99081159604,203553.4572076486,203553.4572076486,207602.02389951202,207881.09366695388
33,0.025,Flat,Decrease,Increase,Increase,215929.6603588172,215650.5905913753,215650.59059137525,192276.10858262476,217971.5575034594,211602.02389951193,211602.02389951193,215650.5905913754,215929.6603588172
34,0.025,Flat,Increase,Increase,Decrease,215929.66035881714,215650.59059137534,215650.59059137525,192276.10858262476,217971.5575034594,211602.02389951193,211602.02389951193,215650.59059137534,215929.66035881723
35,0.025,Decrease,Flat,Decrease,Flat,200092.12675875743,199553.4572076487,199553.45720764855,203553.45720764858,203553.4572076486,203553.45720764858,203553.45720764858,199553.4572076487,200092.12675875743
36,0.025,Increase,Flat,Decrease,Decrease,207881.0936669539,207602.02389951205,207602.02389951202,203553.4572076486,209922.99081159607,203553.4572076486,203553.4572076486,207602.02389951205,207881.0936669539
37,0.025,Flat,Decrease,Increase,Decrease,207881.09366695388,207602.02389951202,207602.02389951205,202688.1245954258,209922.99081159604,203553.4572076486,203553.4572076486,207602.023899512,207881.09366695385
38,0.025,Increase,Increase,Decrease,Decrease,215670.06057515033,215650.5905913753,213737.89193613356,201883.16402591616,216292.52441554348,203553.4572076486,203553.4572076486,215650.5905913753,215670.06057515036
39,0.025,Decrease,Flat,Increase,Flat,215164.58089672055,214885.51112927863,214120.43166718187,217250.52575865772,217971.5575034594,211602.0238995119,211602.0238995119,214885.5111292786,215164.58089672046
