scenario_id,probability,state__product_e1,state__product_e2,state__product_e3,state__product_e4,Multi-period,Start-period,Long-chain,Decision-rule,Perfect Information,Start-period RO,Multi-period RO,Start-period DRO,Multi-period DRO
29,0.012345679012345678,Flat,Increase,Increase,Decrease,209450.66564239166,209450.66564239166,209542.94771003394,197873.55702247523,210609.69807916117,206590.5861612489,206590.5861612489,209450.66564239166,209450.66564239166
30,0.012345679012345678,Flat,Increase,Flat,Increase,218615.16338250463,218615.1633825046,218933.68759319134,184698.38916790945,220573.35985895272,217523.7608050641,217523.7608050641,218615.1633825046,218615.16338250463
31,0.012345679012345678,Flat,Increase,Flat,Flat,207246.51971668398,207246.51971668395,207403.30710937438,180433.16060868048,212865.19547987438,205907.82392633343,205907.82392633343,207246.51971668395,207246.51971668398
32,0.012345679012345678,Flat,Increase,Flat,Decrease,193081.2960636634,193081.2960636634,192733.25564144828,190628.94813837972,195528.20090445154,191258.4247951276,191258.4247951276,193081.2960636634,193081.2960636634
33,0.012345679012345678,Flat,Increase,Decrease,Increase,195354.9104144793,195354.9104144793,194867.94321169544,174645.64598592318,198297.36338158918,191266.83956983633,191266.83956983633,195354.9104144793,195354.9104144793
34,0.012345679012345678,Flat,Increase,Decrease,Flat,209184.8703197944,209184.87031979434,209454.8551894301,207193.38283091856,211465.275418438,207193.38283091856,207193.38283091856,209184.87031979434,209184.8703197944
35,0.012345679012345678,Flat,Increase,Decrease,Decrease,207602.02389951187,207602.02389951187,207414.95757862108,201938.16057200232,208714.31792185694,202868.39313014186,202868.39313014186,207602.02389951187,207602.02389951187
36,0.012345679012345678,Flat,Flat,Increase,Increase,215371.59276529792,215371.59276529794,215279.22045370337,193732.55506231813,220706.32106888414,213622.45796260043,213622.45796260043,215371.59276529794,215371.59276529792
37,0.012345679012345678,Flat,Flat,Increase,Flat,179233.33996324858,179233.33996324855,179466.53695664482,159666.66988257397,194984.60599097144,175978.17174549148,175978.17174549148,179233.33996324855,179233.33996324858
38,0.012345679012345678,Flat,Flat,Increase,Decrease,214666.05860523772,214666.05860523772,214927.57833560853,215016.47064750257,217778.09346665698,214229.9966598149,214229.9966598149,214666.05860523772,214666.05860523772
39,0.012345679012345678,Flat,Flat,Flat,Increase,209127.20680507034,209127.20680507034,209127.20680507025,195983.97236685237,210120.15294546715,208987.93555385916,208987.93555385916,209127.20680507034,209127.20680507034
40,0.012345679012345678,Flat,Flat,Flat,Flat,202718.9884667577,202718.9884667577,202718.98846675773,172374.29717493293,204133.94817297207,203734.87593846017,203734.87593846017,202718.9884667577,202718.9884667577
41,0.012345679012345678,Flat,Flat,Flat,Decrease,190376.25773594258,190376.25773594258,190376.25773594264,158069.82342390966,194751.29920688225,186704.00148685914,186704.00148685914,190376.25773594258,190376.25773594258
42,0.012345679012345678,Flat,Flat,Decrease,Increase,208496.1913995053,208496.1913995053,208800.05257137615,200599.09198684737,210447.9420854785,206335.91722658227,206335.91722658227,208496.1913995053,208496.1913995053
43,0.012345679012345678,Flat,Flat,Decrease,Flat,194437.9066874101,194437.90668741008,194348.391063703,179383.22503879148,195448.36299453085,194426.60814149553,194426.60814149553,194437.90668741008,194437.9066874101
44,0.012345679012345678,Flat,Flat,Decrease,Decrease,188666.99801572543,188666.99801572543,188487.52654405858,172570.44499273523,189408.9680089411,187120.89235278143,187120.89235278143,188666.99801572543,188666.99801572543
45,0.012345679012345678,Flat,Decrease,Increase,Increase,187344.63975400076,187344.63975400076,186759.81587231383,151032.29080893233,193227.73825044773,182069.89099306564,182069.89099306564,187344.63975400076,187344.63975400076
46,0.012345679012345678,Flat,Decrease,Increase,Flat,215126.06536066983,215126.06536066983,215008.43557540214,213852.25664547778,216733.65002328317,210825.19221924813,210825.19221924813,215126.06536066983,215126.06536066983
47,0.012345679012345678,Flat,Decrease,Increase,Decrease,191785.53944529546,191785.53944529546,191564.6563940219,145247.62402453757,196004.20166763442,185029.84436394137,185029.84436394137,191785.53944529546,191785.53944529546
48,0.012345679012345678,Flat,Decrease,Flat,Increase,191619.96661142106,191619.96661142106,191541.37501619282,171378.5864078353,199673.45954794844,190495.78169920374,190495.78169920374,191619.96661142106,191619.96661142106
49,0.012345679012345678,Flat,Decrease,Flat,Flat,201219.4765379662,201219.4765379662,201219.47653796605,175894.65980734542,203316.0221577415,202708.7944300495,202708.7944300495,201219.4765379662,201219.4765379662
50,0.012345679012345678,Flat,Decrease,Flat,Decrease,189130.05165509525,189130.05165509525,189123.95565625964,170653.52325162408,193140.21916996135,189712.35385201787,189712.35385201787,189130.05165509525,189130.05165509525
51,0.012345679012345678,Flat,Decrease,Decrease,Increase,202502.30897597305,202502.30897597305,202502.30897597305,187417.9950575765,203972.02976383845,198969.69639519733,198969.69639519733,202502.30897597305,202502.30897597305
52,0.012345679012345678,Flat,Decrease,Decrease,Flat,199553.4572076487,199553.4572076487,199553.4572076486,201187.34701298125,201851.9542864247,201567.81389152276,201567.81389152276,199553.4572076487,199553.4572076487
53,0.012345679012345678,Flat,Decrease,Decrease,Decrease,175589.7651087804,175589.7651087804,175635.5015531243,130951.12202667672,178500.49192484134,171171.64147308655,171171.64147308655,175589.7651087804,175589.7651087804
54,0.012345679012345678,Decrease,Increase,Increase,Increase,206518.91070409797,206518.91070409797,206518.9107040979,185138.33314900208,211275.88168896156,203444.59687644517,203444.59687644517,206518.91070409797,206518.91070409797
55,0.012345679012345678,Decrease,Increase,Increase,Flat,215562.14913803767,215562.14913803767,215544.93918423113,216117.63394535004,217097.8001884749,209517.50840109828,209517.50840109828,215562.14913803767,215562.14913803767
56,0.012345679012345678,Decrease,Increase,Increase,Decrease,204970.70385214573,204970.70385214573,204907.10610775882,204703.18858085305,206743.8222226932,199099.667852602,199099.667852602,204970.70385214573,204970.70385214573
57,0.012345679012345678,Decrease,Increase,Flat,Increase,196723.18154942163,196723.18154942163,197569.5480564578,191517.63377716878,204483.3327279577,191821.00147460715,191821.00147460715,196723.18154942163,196723.18154942163
58,0.012345679012345678,Decrease,Increase,Flat,Flat,214874.81513321656,214874.81513321656,214854.26700804319,212150.7452565134,216941.97863973072,213344.87606993873,213344.87606993873,214874.81513321656,214874.81513321656
59,0.012345679012345678,Decrease,Increase,Flat,Decrease,200751.650918239,200751.650918239,200705.40044408516,176562.06380776528,206944.90319915966,196292.219472477,196292.219472477,200751.650918239,200751.650918239
60,0.012345679012345678,Decrease,Increase,Decrease,Increase,209892.67634237165,209892.67634237165,211037.63804879054,205553.53829853307,211959.09930773906,203084.93162449804,203084.93162449804,209892.67634237165,209892.67634237165
61,0.012345679012345678,Decrease,Increase,Decrease,Flat,207602.02389951196,207602.02389951196,207602.02389951193,209359.12765199633,210133.63119793235,206207.91712575103,206207.91712575103,207602.02389951196,207602.02389951196
62,0.012345679012345678,Decrease,Increase,Decrease,Decrease,175082.4446727443,175082.4446727443,175082.44467274443,150451.95092901858,185679.08772135133,172663.20871689453,172663.20871689453,175082.4446727443,175082.4446727443
63,0.012345679012345678,Decrease,Flat,Increase,Increase,220188.07919818137,220188.07919818137,220037.6304149016,196375.9036570729,221188.46984422125,215691.78529582897,215691.78529582897,220188.07919818137,220188.07919818137
64,0.012345679012345678,Decrease,Flat,Increase,Flat,209721.13193212164,209721.13193212164,210058.74687354427,190427.95975524688,212667.48702157036,207263.44275501728,207263.44275501728,209721.13193212164,209721.13193212164
65,0.012345679012345678,Decrease,Flat,Increase,Decrease,183710.9484732498,183710.9484732498,183466.3381125795,167965.10144943753,189116.68647965213,176702.37033153363,176702.37033153363,183710.9484732498,183710.9484732498
66,0.012345679012345678,Decrease,Flat,Flat,Increase,180885.03824372654,180885.03824372654,180994.2688792387,162167.30990503408,188053.4349965271,178988.43293445327,178988.43293445327,180885.03824372654,180885.03824372654
67,0.012345679012345678,Decrease,Flat,Flat,Flat,207602.023899512,207602.023899512,207602.023899512,210263.58843416406,210976.45897828933,210976.4589782893,210976.4589782893,207602.023899512,207602.023899512
68,0.012345679012345678,Decrease,Flat,Flat,Decrease,199553.4572076486,199553.4572076486,199553.45720764864,201431.53215098026,202549.5533947765,202549.55339477648,202549.55339477648,199553.4572076486,199553.4572076486
69,0.012345679012345678,Decrease,Flat,Decrease,Increase,201854.14942238564,201854.14942238564,201890.9926636668,198491.26663892446,204025.2458829509,197998.84788934293,197998.84788934293,201854.14942238564,201854.14942238564
70,0.012345679012345678,Decrease,Flat,Decrease,Flat,189245.13920188526,189245.13920188526,189359.9997217251,166020.6035054034,191682.9106432375,190051.29708144406,190051.29708144406,189245.13920188526,189245.13920188526
71,0.012345679012345678,Decrease,Flat,Decrease,Decrease,188657.1792314844,188657.1792314844,188638.289032802,186048.38641367774,190135.36103902326,187498.24972010488,187498.24972010488,188657.1792314844,188657.1792314844
72,0.012345679012345678,Decrease,Decrease,Increase,Increase,202737.67511864426,202737.6751186442,202471.54004406728,190084.71782781335,203828.6187744781,194982.4302517751,194982.4302517751,202737.6751186442,202737.67511864426
73,0.012345679012345678,Decrease,Decrease,Increase,Flat,207602.02389951205,207602.02389951205,207602.02389951196,208542.62161834646,208767.3427896129,204780.73246988145,204780.73246988145,207602.02389951205,207602.02389951205
74,0.012345679012345678,Decrease,Decrease,Increase,Decrease,190279.1848053407,190279.1848053407,191023.1411805302,167579.23840330198,195047.4429872299,185234.31308421562,185234.31308421562,190279.1848053407,190279.1848053407
75,0.012345679012345678,Decrease,Decrease,Flat,Increase,198799.3302835564,198799.3302835564,198837.71582987523,172027.66301772956,199860.06052815734,195284.01565173836,195284.01565173836,198799.3302835564,198799.3302835564
76,0.012345679012345678,Decrease,Decrease,Flat,Flat,196176.22347628025,196176.22347628025,196238.6557589499,196770.4631827245,198564.03783036588,198115.27019428017,198115.27019428017,196176.22347628025,196176.22347628025
77,0.012345679012345678,Decrease,Decrease,Flat,Decrease,188404.97872147345,188404.97872147345,188770.36724748247,189831.35658958636,190388.4873056009,190388.48730560095,190388.48730560095,188404.97872147345,188404.97872147345
78,0.012345679012345678,Decrease,Decrease,Decrease,Increase,194887.38703188105,194887.38703188105,194887.3870318811,195991.64792143373,197023.00980587755,192579.97388116302,192579.97388116302,194887.38703188105,194887.38703188105
79,0.012345679012345678,Decrease,Decrease,Decrease,Flat,171543.23746125883,171543.23746125883,171543.23746125886,159759.50592306064,172930.22979487787,169323.99493856658,169323.99493856658,171543.23746125883,171543.23746125883
80,0.012345679012345678,Decrease,Decrease,Decrease,Decrease,167610.3726430249,167610.3726430249,167610.37264302492,138435.98365195876,172265.57750746136,164033.2882246494,164033.2882246494,167610.3726430249,167610.3726430249
