Analysis,Analysis Name,Analysis Task Index,Run Id,Established Products,Launch Products,Decline Products,Growth Slope,Availability,Probability Launch,N Scenarios Sampled,Seed,Capacity Seed,Evaluation Include No Launch,Solver Threads,Time Limit Multi,Time Limit Single,Time Limit Long,Time Limit Evaluation,Multi Profit,Single Profit,Long Profit,N Arcs Multi,N Arcs Single,N Arcs Long,Multi Machines,Single Machines,N Machines Long,VMPSP,VMPLC,Percent Vmpsp,Percent Vmplc,Planning Scenarios,Evaluation Scenarios,Status,Runtime Seconds,Error Type,Error Message,Growth Demand Level,Launch Time,Net Revenue,Decline Slope,Decline Demand Level,Competition Time,Number of Arcs Multi-Period,Number of Arcs Start-Period,Number of Arcs Long-Chain,Number Of Machines Multi-Period,Number Of Machines Start-Period,Number Of Machines Long-Chain,Decline Time,Unit Operating Profit
5,Launch products vs launch time,5,6,3,1,0,0.5,0.8,0.975,40,0,73,False,8,300.0,180.0,180.0,60.0,176676.46209723217,167649.63983751918,159939.90787757,8,8,8,5,5,4,9026.822259712993,16736.554219662183,5.384337400582256,10.464276515948477,40,81,success,363.9417272430146,,,45,1,300,0.5,15,3,8,8,8,5,5,4,3,300
5,Launch products vs launch time,6,7,3,1,0,0.5,0.8,0.975,40,0,73,False,8,300.0,180.0,180.0,60.0,174330.24110045034,156847.0785285436,155296.27805761085,8,8,8,5,5,4,17483.162571906723,19033.96304283949,11.14662940229714,12.25654811622619,40,81,success,362.5356649319874,,,45,2,300,0.5,15,3,8,8,8,5,5,4,3,300
5,Launch products vs launch time,7,8,3,1,0,0.5,0.8,0.975,40,0,73,False,8,300.0,180.0,180.0,60.0,171902.7589670305,150849.6951566435,150888.59563619192,8,8,8,5,4,4,21053.063810387015,21014.16333083858,13.956318432414031,13.926939436500495,40,81,success,366.42111381096765,,,45,3,300,0.5,15,3,8,8,8,5,4,4,3,300
5,Launch products vs launch time,8,9,3,1,0,0.5,0.8,0.975,40,0,73,False,8,300.0,180.0,180.0,60.0,169921.10611101208,146688.11338338722,146677.7160797448,9,8,8,5,4,4,23232.992727624864,23243.390031267278,15.838360854026812,15.84657209867548,40,81,success,315.99379255995154,,,45,4,300,0.5,15,3,9,8,8,5,4,4,3,300
5,Launch products vs launch time,9,10,3,1,0,0.5,0.8,0.975,40,0,73,False,8,300.0,180.0,180.0,60.0,161573.97995010132,142822.5938755914,142138.13092046248,8,6,8,5,3,4,18751.38607450991,19435.849029638834,13.12914544238266,13.673916283952492,40,81,success,255.07080914394464,,,45,5,300,0.5,15,3,8,6,8,5,3,4,3,300
5,Launch products vs launch time,10,11,2,2,0,0.5,0.8,0.975,40,0,73,False,8,300.0,180.0,180.0,60.0,157266.27436796392,139790.56742943867,125753.1867201184,9,8,8,6,5,4,17475.706938525254,31513.087647845517,12.501349168173578,25.059474411556977,40,81,success,420.41301200399175,,,45,1,300,0.5,15,3,9,8,8,6,5,4,3,300
5,Launch products vs launch time,11,12,2,2,0,0.5,0.8,0.975,40,0,73,False,8,300.0,180.0,180.0,60.0,152645.3653138639,120651.1468879944,113279.33735467566,9,8,8,6,5,4,31994.218425869505,39366.02795918824,26.517956315468016,34.75128728545956,40,81,success,377.24150794395246,,,45,2,300,0.5,15,3,9,8,8,6,5,4,3,300
5,Launch products vs launch time,12,13,2,2,0,0.5,0.8,0.975,40,0,73,False,8,300.0,180.0,180.0,60.0,148181.2427051444,103006.888612457,101582.809355201,9,8,8,6,5,4,45174.3540926874,46598.4333499434,43.85566315146839,45.872361323464006,40,81,success,391.5361358759692,,,45,3,300,0.5,15,3,9,8,8,6,5,4,3,300
5,Launch products vs launch time,13,14,2,2,0,0.5,0.8,0.975,40,0,73,False,8,300.0,180.0,180.0,60.0,143871.73963426676,96131.68064027504,90595.73725295358,9,6,8,6,3,4,47740.058993991726,53276.002381313185,49.66110929926955,58.806301484760304,40,81,success,311.8656804970233,,,45,4,300,0.5,15,3,9,6,8,6,3,4,3,300
5,Launch products vs launch time,14,15,2,2,0,0.5,0.8,0.975,40,0,73,False,8,300.0,180.0,180.0,60.0,128422.19287112482,95414.84733630242,80257.59457509022,8,4,8,5,2,4,33007.345534822394,48164.5982960346,34.59351081753931,60.0125116520544,40,81,success,306.71289011405315,,,45,5,300,0.5,15,3,8,4,8,5,2,4,3,300
