analysis,analysis_name,analysis_task_index,run_id,established_products,launch_products,decline_products,compete_products,established_demand,launch_demand,compete_demand,profit_established,profit_launch,profit_compete,probability_launch,availability,analysis11_mode,n_scenarios_sampled,seed,capacity_seed,evaluation_include_no_launch,solver_threads,time_limit_multi,time_limit_single,time_limit_long,time_limit_evaluation,multi_profit,single_profit,long_profit,n_arcs_multi,n_arcs_single,n_arcs_long,multi_machines,single_machines,n_machines_long,VMPSP,VMPLC,percent_vmpsp,percent_vmplc,planning_scenarios,evaluation_scenarios,status,runtime_seconds,error_type,error_message
11,Product-mix + seven-factor full factorial design,227,228,3,1,0,0,15,60,25,300,300,600,0.75,0.8,full,40,0,73,False,8,300.0,180.0,180.0,60.0,134242.3955127926,115166.74983791808,102569.67112403685,9,6,8,4,3,4,19075.64567487451,31672.72438875577,16.563500925155004,30.87922973883201,40,81,success,30.86071122996509,,
11,Product-mix + seven-factor full factorial design,228,229,3,1,0,0,15,60,25,600,300,300,0.5,0.8,full,40,0,73,False,8,300.0,180.0,180.0,60.0,224505.81319550367,207831.8427436538,194665.4221208709,9,6,8,3,3,4,16673.97045184992,29840.39107463279,8.02281798194712,15.329066019801092,40,81,success,35.87191065005027,,
11,Product-mix + seven-factor full factorial design,229,230,3,1,0,0,15,60,25,600,300,300,0.75,0.8,full,40,0,73,False,8,300.0,180.0,180.0,60.0,241791.4226065004,207831.8427436538,194665.4221208709,12,6,8,4,3,4,33959.57986284656,47126.00048562943,16.339931078190624,24.20871666482613,40,81,success,31.65786353801377,,
11,Product-mix + seven-factor full factorial design,230,231,3,1,0,0,15,60,25,600,300,600,0.5,0.8,full,40,0,73,False,8,300.0,180.0,180.0,60.0,224505.81319550367,207831.8427436538,194665.4221208709,9,6,8,3,3,4,16673.97045184992,29840.39107463279,8.02281798194712,15.329066019801092,40,81,success,32.434800132061355,,
11,Product-mix + seven-factor full factorial design,231,232,3,1,0,0,15,60,25,600,300,600,0.75,0.8,full,40,0,73,False,8,300.0,180.0,180.0,60.0,241791.4226065004,207831.8427436538,194665.4221208709,12,6,8,4,3,4,33959.57986284656,47126.00048562943,16.339931078190624,24.20871666482613,40,81,success,29.721197047969326,,
11,Product-mix + seven-factor full factorial design,232,233,3,1,0,0,15,60,25,300,600,300,0.5,0.8,full,40,0,73,False,8,300.0,180.0,180.0,60.0,208759.08829370784,191898.50280098984,170942.2992659601,9,6,8,3,3,4,16860.585492718004,37816.78902774776,8.786199603757948,22.122546139917432,40,81,success,14.071355544030666,,
11,Product-mix + seven-factor full factorial design,233,234,3,1,0,0,15,60,25,300,600,300,0.75,0.8,full,40,0,73,False,8,300.0,180.0,180.0,60.0,231822.7025775276,191898.5028009897,170942.29926595988,10,6,8,4,3,4,39924.19977653792,60880.4033115677,20.804852145168493,35.614592510451246,40,81,success,27.536402230034582,,
11,Product-mix + seven-factor full factorial design,234,235,3,1,0,0,15,60,25,300,600,600,0.5,0.8,full,40,0,73,False,8,300.0,180.0,180.0,60.0,208759.08829370784,191898.5028009897,170942.2992659601,9,6,8,3,3,4,16860.58549271818,37816.78902774776,8.786199603758048,22.122546139917432,40,81,success,14.188092010095716,,
11,Product-mix + seven-factor full factorial design,235,236,3,1,0,0,15,60,25,300,600,600,0.75,0.8,full,40,0,73,False,8,300.0,180.0,180.0,60.0,231822.7025775276,191898.5028009897,170942.2992659601,10,6,8,4,3,4,39924.19977653792,60880.4033115675,20.804852145168493,35.61459251045108,40,81,success,25.48996352602262,,
11,Product-mix + seven-factor full factorial design,236,237,3,1,0,0,15,60,25,600,600,300,0.5,0.8,full,40,0,73,False,8,300.0,180.0,180.0,60.0,308443.81441269035,253925.74254377763,262595.6660719956,11,6,8,4,3,4,54518.07186891272,45848.14834069478,21.47008464866993,17.459598258611262,40,81,success,20.943585152039304,,
11,Product-mix + seven-factor full factorial design,237,238,3,1,0,0,15,60,25,600,600,300,0.75,0.8,full,40,0,73,False,8,300.0,180.0,180.0,60.0,318003.4271429008,273731.90415648604,262595.6660719956,10,7,8,4,4,4,44271.522986414726,55407.7610709052,16.173314953124994,21.100028762742078,40,81,success,23.27821613405831,,
11,Product-mix + seven-factor full factorial design,238,239,3,1,0,0,15,60,25,600,600,600,0.5,0.8,full,40,0,73,False,8,300.0,180.0,180.0,60.0,308443.81441269035,253925.74254377763,262595.6660719956,11,6,8,4,3,4,54518.07186891272,45848.14834069478,21.47008464866993,17.459598258611262,40,81,success,22.86082760302816,,
11,Product-mix + seven-factor full factorial design,239,240,3,1,0,0,15,60,25,600,600,600,0.75,0.8,full,40,0,73,False,8,300.0,180.0,180.0,60.0,318003.4271429008,273731.90415648604,262595.6660719956,10,7,8,4,4,4,44271.522986414726,55407.7610709052,16.173314953124994,21.100028762742078,40,81,success,21.8667002459988,,
11,Product-mix + seven-factor full factorial design,240,241,3,1,0,0,30,60,25,300,300,300,0.5,0.8,full,40,0,73,False,8,300.0,180.0,180.0,60.0,160157.51485458223,142432.6528099383,151160.15028221245,8,3,8,4,3,4,17724.86204464393,8997.364572369785,12.44438104252396,5.952206686465921,40,81,success,13.47334876190871,,
11,Product-mix + seven-factor full factorial design,241,242,3,1,0,0,30,60,25,300,300,300,0.75,0.8,full,40,0,73,False,8,300.0,180.0,180.0,60.0,161424.93978936167,151160.15028221253,151160.15028221245,8,8,8,4,4,4,10264.789507149137,10264.789507149224,6.790671673708322,6.790671673708383,40,81,success,16.08867359603755,,
11,Product-mix + seven-factor full factorial design,242,243,3,1,0,0,30,60,25,300,300,600,0.5,0.8,full,40,0,73,False,8,300.0,180.0,180.0,60.0,160157.51485458223,142432.6528099383,151160.15028221245,8,3,8,4,3,4,17724.86204464393,8997.364572369785,12.44438104252396,5.952206686465921,40,81,success,13.08774473599624,,
11,Product-mix + seven-factor full factorial design,243,244,3,1,0,0,30,60,25,300,300,600,0.75,0.8,full,40,0,73,False,8,300.0,180.0,180.0,60.0,161424.93978936167,151160.15028221265,151160.1502822125,8,8,8,4,4,4,10264.78950714902,10264.789507149166,6.79067167370824,6.790671673708343,40,81,success,16.633939430001192,,
11,Product-mix + seven-factor full factorial design,244,245,3,1,0,0,30,60,25,600,300,300,0.5,0.8,full,40,0,73,False,8,300.0,180.0,180.0,60.0,345533.60046508454,333601.6366664259,333379.4295917629,8,8,8,4,4,4,11931.963798658631,12154.170873321593,3.5767102097852144,3.645747096095546,40,81,success,18.559727635001764,,
11,Product-mix + seven-factor full factorial design,245,246,3,1,0,0,30,60,25,600,300,300,0.75,0.8,full,40,0,73,False,8,300.0,180.0,180.0,60.0,347558.4261980851,334214.60409099987,333379.4295917629,10,10,8,4,4,4,13343.8221070852,14178.996606322122,3.9925909711150593,4.253110824409561,40,81,success,21.807979900040664,,
11,Product-mix + seven-factor full factorial design,246,247,3,1,0,0,30,60,25,600,300,600,0.5,0.8,full,40,0,73,False,8,300.0,180.0,180.0,60.0,345533.60046508454,333601.6366664257,333379.4295917629,8,8,8,4,4,4,11931.963798658864,12154.170873321593,3.5767102097852868,3.645747096095546,40,81,success,17.415349012007937,,
11,Product-mix + seven-factor full factorial design,247,248,3,1,0,0,30,60,25,600,300,600,0.75,0.8,full,40,0,73,False,8,300.0,180.0,180.0,60.0,347558.4261980851,334214.60409099987,333379.4295917629,10,10,8,4,4,4,13343.8221070852,14178.996606322122,3.9925909711150593,4.253110824409561,40,81,success,20.943111338070597,,
11,Product-mix + seven-factor full factorial design,248,249,3,1,0,0,30,60,25,300,600,300,0.5,0.8,full,40,0,73,False,8,300.0,180.0,180.0,60.0,246487.4109456672,220009.13419842563,219534.89325126685,9,6,8,4,3,4,26478.27674724156,26952.51769440033,12.035080654133605,12.277099687999051,40,81,success,8.53629117703531,,
11,Product-mix + seven-factor full factorial design,249,250,3,1,0,0,30,60,25,300,600,300,0.75,0.8,full,40,0,73,False,8,300.0,180.0,180.0,60.0,248631.57028914423,226904.14417216496,219534.8932512673,8,9,8,4,4,4,21727.426116979277,29096.677037876914,9.57559686547349,13.253782397395248,40,81,success,6.756142769008875,,
11,Product-mix + seven-factor full factorial design,250,251,3,1,0,0,30,60,25,300,600,600,0.5,0.8,full,40,0,73,False,8,300.0,180.0,180.0,60.0,246487.4109456672,220009.1341984253,219534.89325126685,9,6,8,4,3,4,26478.27674724188,26952.51769440033,12.035080654133766,12.277099687999051,40,81,success,9.082344738999382,,
11,Product-mix + seven-factor full factorial design,251,252,3,1,0,0,30,60,25,300,600,600,0.75,0.8,full,40,0,73,False,8,300.0,180.0,180.0,60.0,248631.57028914453,226904.14417216496,219534.8932512673,8,9,8,4,4,4,21727.426116979565,29096.677037877205,9.575596865473615,13.25378239739538,40,81,success,7.492852424969897,,
11,Product-mix + seven-factor full factorial design,252,253,3,1,0,0,30,60,25,600,600,300,0.5,0.8,full,40,0,73,False,8,300.0,180.0,180.0,60.0,368579.14555414673,359776.62438834633,359776.6243883469,8,8,8,4,4,4,8802.521165800397,8802.521165799815,2.4466628927784013,2.446662892778236,40,81,success,11.482724727015013,,
11,Product-mix + seven-factor full factorial design,253,254,3,1,0,0,30,60,25,600,600,300,0.75,0.8,full,40,0,73,False,8,300.0,180.0,180.0,60.0,373158.1735634663,359776.624388347,359776.6243883468,8,8,8,4,4,4,13381.54917511932,13381.549175119491,3.719404838451962,3.7194048384520126,40,81,success,12.513313420000486,,
11,Product-mix + seven-factor full factorial design,254,255,3,1,0,0,30,60,25,600,600,600,0.5,0.8,full,40,0,73,False,8,300.0,180.0,180.0,60.0,368579.14555414673,359776.624388347,359776.6243883468,8,8,8,4,4,4,8802.521165799757,8802.521165799932,2.446662892778219,2.4466628927782685,40,81,success,12.298956240992991,,
11,Product-mix + seven-factor full factorial design,255,256,3,1,0,0,30,60,25,600,600,600,0.75,0.8,full,40,0,73,False,8,300.0,180.0,180.0,60.0,373158.1735634663,359776.6243883472,359776.6243883469,8,8,8,4,4,4,13381.549175119086,13381.549175119377,3.7194048384518954,3.7194048384519776,40,81,success,11.87978117808234,,
11,Product-mix + seven-factor full factorial design,256,257,3,0,1,1,15,30,10,300,300,300,0.5,0.8,full,40,0,73,False,8,300.0,180.0,180.0,60.0,105331.88814700925,94334.30029835246,85701.80055956438,9,5,8,4,3,4,10997.587848656782,19630.08758744487,11.658100832756007,22.905105212814732,40,81,success,27.937587033957243,,
11,Product-mix + seven-factor full factorial design,257,258,3,0,1,1,15,30,10,300,300,300,0.75,0.8,full,40,0,73,False,8,300.0,180.0,180.0,60.0,105331.88814700925,94334.30029835246,85701.80055956438,9,5,8,4,3,4,10997.587848656782,19630.08758744487,11.658100832756007,22.905105212814732,40,81,success,29.916435363003984,,
11,Product-mix + seven-factor full factorial design,258,259,3,0,1,1,15,30,10,300,300,600,0.5,0.8,full,40,0,73,False,8,300.0,180.0,180.0,60.0,134581.71876100893,118827.3317761038,110194.83203731292,9,5,8,4,3,4,15754.38698490514,24386.88672369602,13.258218247793184,22.130699119754013,40,81,success,24.569361706031486,,
11,Product-mix + seven-factor full factorial design,259,260,3,0,1,1,15,30,10,300,300,600,0.75,0.8,full,40,0,73,False,8,300.0,180.0,180.0,60.0,134581.71876100893,118827.3317761038,110194.83203731292,9,5,8,4,3,4,15754.38698490514,24386.88672369602,13.258218247793184,22.130699119754013,40,81,success,24.49558378499933,,
11,Product-mix + seven-factor full factorial design,260,261,3,0,1,1,15,30,10,600,300,300,0.5,0.8,full,40,0,73,False,8,300.0,180.0,180.0,60.0,217383.82204239245,187009.6190427729,178366.89346530064,10,5,8,4,3,4,30374.202999619563,39016.92857709181,16.242053833964746,21.874535021086817,40,81,success,30.555833952035755,,
11,Product-mix + seven-factor full factorial design,261,262,3,0,1,1,15,30,10,600,300,300,0.75,0.8,full,40,0,73,False,8,300.0,180.0,180.0,60.0,217383.82204239245,187009.6190427731,178366.89346530064,10,5,8,4,3,4,30374.20299961936,39016.92857709181,16.24205383396462,21.874535021086817,40,81,success,30.78315618797205,,
11,Product-mix + seven-factor full factorial design,262,263,3,0,1,1,15,30,10,600,300,600,0.5,0.8,full,40,0,73,False,8,300.0,180.0,180.0,60.0,239257.13017017592,211260.8434646464,202859.9249430507,10,5,8,4,3,4,27996.28670552955,36397.20522712523,13.25199987200402,17.942038200666346,40,81,success,26.463678110041656,,
11,Product-mix + seven-factor full factorial design,263,264,3,0,1,1,15,30,10,600,300,600,0.75,0.8,full,40,0,73,False,8,300.0,180.0,180.0,60.0,239257.13017017592,211260.8434646464,202859.9249430507,10,5,8,4,3,4,27996.28670552955,36397.20522712523,13.25199987200402,17.942038200666346,40,81,success,24.244371250038967,,
11,Product-mix + seven-factor full factorial design,264,265,3,0,1,1,15,30,10,300,600,300,0.5,0.8,full,40,0,73,False,8,300.0,180.0,180.0,60.0,105331.88814700925,94334.30029835246,85701.80055956438,9,5,8,4,3,4,10997.587848656782,19630.08758744487,11.658100832756007,22.905105212814732,40,81,success,30.339615436038,,
11,Product-mix + seven-factor full factorial design,265,266,3,0,1,1,15,30,10,300,600,300,0.75,0.8,full,40,0,73,False,8,300.0,180.0,180.0,60.0,105331.88814700925,94334.30029835246,85701.80055956438,9,5,8,4,3,4,10997.587848656782,19630.08758744487,11.658100832756007,22.905105212814732,40,81,success,29.524838877026923,,
11,Product-mix + seven-factor full factorial design,266,267,3,0,1,1,15,30,10,300,600,600,0.5,0.8,full,40,0,73,False,8,300.0,180.0,180.0,60.0,134581.71876100893,118827.3317761038,110194.83203731292,9,5,8,4,3,4,15754.38698490514,24386.88672369602,13.258218247793184,22.130699119754013,40,81,success,26.60273943690117,,
11,Product-mix + seven-factor full factorial design,267,268,3,0,1,1,15,30,10,300,600,600,0.75,0.8,full,40,0,73,False,8,300.0,180.0,180.0,60.0,134581.71876100893,118827.3317761038,110194.83203731292,9,5,8,4,3,4,15754.38698490514,24386.88672369602,13.258218247793184,22.130699119754013,40,81,success,23.836463696090505,,
11,Product-mix + seven-factor full factorial design,268,269,3,0,1,1,15,30,10,600,600,300,0.5,0.8,full,40,0,73,False,8,300.0,180.0,180.0,60.0,217383.82204239245,187009.6190427731,178366.89346530064,10,5,8,4,3,4,30374.20299961936,39016.92857709181,16.24205383396462,21.874535021086817,40,81,success,26.837318361969665,,
11,Product-mix + seven-factor full factorial design,269,270,3,0,1,1,15,30,10,600,600,300,0.75,0.8,full,40,0,73,False,8,300.0,180.0,180.0,60.0,217383.82204239245,187009.6190427729,178366.89346530064,10,5,8,4,3,4,30374.202999619563,39016.92857709181,16.242053833964746,21.874535021086817,40,81,success,30.651736582047302,,
11,Product-mix + seven-factor full factorial design,270,271,3,0,1,1,15,30,10,600,600,600,0.5,0.8,full,40,0,73,False,8,300.0,180.0,180.0,60.0,239257.13017017592,211260.8434646464,202859.9249430507,10,5,8,4,3,4,27996.28670552955,36397.20522712523,13.25199987200402,17.942038200666346,40,81,success,26.877419081982225,,
11,Product-mix + seven-factor full factorial design,271,272,3,0,1,1,15,30,10,600,600,600,0.75,0.8,full,40,0,73,False,8,300.0,180.0,180.0,60.0,239257.13017017592,211260.8434646464,202859.9249430507,10,5,8,4,3,4,27996.28670552955,36397.20522712523,13.25199987200402,17.942038200666346,40,81,success,27.048736733966507,,
11,Product-mix + seven-factor full factorial design,272,273,3,0,1,1,30,30,10,300,300,300,0.5,0.8,full,40,0,73,False,8,300.0,180.0,180.0,60.0,180258.6341927717,179743.43430698657,178911.89329463232,7,7,8,4,4,4,515.199885785114,1346.7408981393671,0.2866307121433967,0.7527397275493323,40,81,success,10.616430738940837,,
11,Product-mix + seven-factor full factorial design,273,274,3,0,1,1,30,30,10,300,300,300,0.75,0.8,full,40,0,73,False,8,300.0,180.0,180.0,60.0,180258.6341927717,179743.43430698657,178911.89329463232,7,7,8,4,4,4,515.199885785114,1346.7408981393671,0.2866307121433967,0.7527397275493323,40,81,success,10.215792888076976,,
11,Product-mix + seven-factor full factorial design,274,275,3,0,1,1,30,30,10,300,300,600,0.5,0.8,full,40,0,73,False,8,300.0,180.0,180.0,60.0,215651.88862706345,215129.05731404485,215107.29060180628,8,8,8,4,4,4,522.8313130186289,544.5980252571753,0.2430314712230626,0.2531750661419015,40,81,success,13.3720469790278,,
11,Product-mix + seven-factor full factorial design,275,276,3,0,1,1,30,30,10,300,300,600,0.75,0.8,full,40,0,73,False,8,300.0,180.0,180.0,60.0,215651.88862706345,215129.05731404485,215107.29060180628,8,8,8,4,4,4,522.8313130186289,544.5980252571753,0.2430314712230626,0.2531750661419015,40,81,success,13.352812777971849,,
11,Product-mix + seven-factor full factorial design,276,277,3,0,1,1,30,30,10,600,300,300,0.5,0.8,full,40,0,73,False,8,300.0,180.0,180.0,60.0,364122.46456118085,364122.46456118097,363599.10392682056,7,7,8,4,4,4,-1.1641532182693479e-10,523.3606343602878,-3.197147475293284e-14,0.1439389230358558,40,81,success,21.34453353798017,,
11,Product-mix + seven-factor full factorial design,277,278,3,0,1,1,30,30,10,600,300,300,0.75,0.8,full,40,0,73,False,8,300.0,180.0,180.0,60.0,364122.46456118085,364122.46456118097,363599.10392682056,7,7,8,4,4,4,-1.1641532182693479e-10,523.3606343602878,-3.197147475293284e-14,0.1439389230358558,40,81,success,20.73654980806168,,
11,Product-mix + seven-factor full factorial design,278,279,3,0,1,1,30,30,10,600,300,600,0.5,0.8,full,40,0,73,False,8,300.0,180.0,180.0,60.0,390388.47306275344,389943.1924378951,389280.11041318654,7,7,8,4,4,4,445.28062485839473,1108.3626495669014,0.1141911523251718,0.2847211095348468,40,81,success,8.062209675088525,,
11,Product-mix + seven-factor full factorial design,279,280,3,0,1,1,30,30,10,600,300,600,0.75,0.8,full,40,0,73,False,8,300.0,180.0,180.0,60.0,390388.47306275344,389943.1924378951,389280.11041318654,7,7,8,4,4,4,445.28062485839473,1108.3626495669014,0.1141911523251718,0.2847211095348468,40,81,success,8.063552895910107,,
11,Product-mix + seven-factor full factorial design,280,281,3,0,1,1,30,30,10,300,600,300,0.5,0.8,full,40,0,73,False,8,300.0,180.0,180.0,60.0,180258.6341927717,179743.43430698657,178911.89329463232,7,7,8,4,4,4,515.199885785114,1346.7408981393671,0.2866307121433967,0.7527397275493323,40,81,success,10.122509279986843,,
11,Product-mix + seven-factor full factorial design,281,282,3,0,1,1,30,30,10,300,600,300,0.75,0.8,full,40,0,73,False,8,300.0,180.0,180.0,60.0,180258.6341927717,179743.43430698657,178911.89329463232,7,7,8,4,4,4,515.199885785114,1346.7408981393671,0.2866307121433967,0.7527397275493323,40,81,success,10.515882456908002,,
11,Product-mix + seven-factor full factorial design,282,283,3,0,1,1,30,30,10,300,600,600,0.5,0.8,full,40,0,73,False,8,300.0,180.0,180.0,60.0,215651.88862706345,215129.05731404485,215107.29060180628,8,8,8,4,4,4,522.8313130186289,544.5980252571753,0.2430314712230626,0.2531750661419015,40,81,success,13.372682183980942,,
11,Product-mix + seven-factor full factorial design,283,284,3,0,1,1,30,30,10,300,600,600,0.75,0.8,full,40,0,73,False,8,300.0,180.0,180.0,60.0,215651.88862706345,215129.05731404485,215107.29060180628,8,8,8,4,4,4,522.8313130186289,544.5980252571753,0.2430314712230626,0.2531750661419015,40,81,success,13.5313112110598,,
11,Product-mix + seven-factor full factorial design,284,285,3,0,1,1,30,30,10,600,600,300,0.5,0.8,full,40,0,73,False,8,300.0,180.0,180.0,60.0,364122.4645611808,364122.46456118097,363599.10392682056,7,7,8,4,4,4,-2.3283064365386963e-10,523.3606343601714,-6.394294950586568e-14,0.1439389230358238,40,81,success,19.72404490201734,,
11,Product-mix + seven-factor full factorial design,285,286,3,0,1,1,30,30,10,600,600,300,0.75,0.8,full,40,0,73,False,8,300.0,180.0,180.0,60.0,364122.46456118085,364122.46456118097,363599.10392682056,7,7,8,4,4,4,-1.1641532182693479e-10,523.3606343602878,-3.197147475293284e-14,0.1439389230358558,40,81,success,20.621875421027653,,
11,Product-mix + seven-factor full factorial design,286,287,3,0,1,1,30,30,10,600,600,600,0.5,0.8,full,40,0,73,False,8,300.0,180.0,180.0,60.0,390388.47306275344,389943.1924378951,389280.11041318654,7,7,8,4,4,4,445.28062485839473,1108.3626495669014,0.1141911523251718,0.2847211095348468,40,81,success,7.715188708039932,,
11,Product-mix + seven-factor full factorial design,287,288,3,0,1,1,30,30,10,600,600,600,0.75,0.8,full,40,0,73,False,8,300.0,180.0,180.0,60.0,390388.47306275344,389943.1924378951,389280.11041318654,7,7,8,4,4,4,445.28062485839473,1108.3626495669014,0.1141911523251718,0.2847211095348468,40,81,success,7.737871899036691,,
11,Product-mix + seven-factor full factorial design,288,289,3,0,1,1,15,30,25,300,300,300,0.5,0.8,full,40,0,73,False,8,300.0,180.0,180.0,60.0,124337.4417562494,112082.3252256712,104887.76775537158,9,5,8,4,3,4,12255.116530578203,19449.67400087783,10.934031307704622,18.54331960447481,40,81,success,33.17961823195219,,
11,Product-mix + seven-factor full factorial design,289,290,3,0,1,1,15,30,25,300,300,300,0.75,0.8,full,40,0,73,False,8,300.0,180.0,180.0,60.0,124337.4417562494,112082.3252256712,104887.76775537158,9,5,8,4,3,4,12255.116530578203,19449.67400087783,10.934031307704622,18.54331960447481,40,81,success,31.385628652060404,,
11,Product-mix + seven-factor full factorial design,290,291,3,0,1,1,15,30,25,300,300,600,0.5,0.8,full,40,0,73,False,8,300.0,180.0,180.0,60.0,179410.17959105517,155394.14219020505,148566.79770560816,9,6,8,4,3,4,24016.037400850124,30843.381885447016,15.454918095595966,20.76061567037648,40,81,success,31.0767787079094,,
11,Product-mix + seven-factor full factorial design,291,292,3,0,1,1,15,30,25,300,300,600,0.75,0.8,full,40,0,73,False,8,300.0,180.0,180.0,60.0,179410.17959105517,155394.14219020505,148566.79770560816,9,6,8,4,3,4,24016.037400850124,30843.381885447016,15.454918095595966,20.76061567037648,40,81,success,33.25022088806145,,
11,Product-mix + seven-factor full factorial design,292,293,3,0,1,1,15,30,25,600,300,300,0.5,0.8,full,40,0,73,False,8,300.0,180.0,180.0,60.0,234142.69296033663,204379.00251179087,197552.8597162916,11,6,8,4,3,4,29763.690448545764,36589.83324404506,14.562988410137024,18.52154066339117,40,81,success,48.89787470607553,,
11,Product-mix + seven-factor full factorial design,293,294,3,0,1,1,15,30,25,600,300,300,0.75,0.8,full,40,0,73,False,8,300.0,180.0,180.0,60.0,234142.69296033663,204379.0025117905,197552.8597162916,11,6,8,4,3,4,29763.690448546145,36589.83324404506,14.562988410137237,18.52154066339117,40,81,success,48.32487349002622,,
11,Product-mix + seven-factor full factorial design,294,295,3,0,1,1,15,30,25,600,300,600,0.5,0.8,full,40,0,73,False,8,300.0,180.0,180.0,60.0,277370.7490252743,247145.8090977525,241231.85933466503,9,6,8,4,3,4,30224.9399275218,36138.88969060924,12.229598405031853,14.980977135558676,40,81,success,28.164067283971235,,
11,Product-mix + seven-factor full factorial design,295,296,3,0,1,1,15,30,25,600,300,600,0.75,0.8,full,40,0,73,False,8,300.0,180.0,180.0,60.0,277370.7490252743,247145.80909775232,241231.85933466503,9,6,8,4,3,4,30224.939927521977,36138.88969060924,12.22959840503193,14.980977135558676,40,81,success,27.558940749033358,,
11,Product-mix + seven-factor full factorial design,296,297,3,0,1,1,15,30,25,300,600,300,0.5,0.8,full,40,0,73,False,8,300.0,180.0,180.0,60.0,124337.4417562494,112082.3252256712,104887.76775537158,9,5,8,4,3,4,12255.116530578203,19449.67400087783,10.934031307704622,18.54331960447481,40,81,success,34.892343121930026,,
11,Product-mix + seven-factor full factorial design,297,298,3,0,1,1,15,30,25,300,600,300,0.75,0.8,full,40,0,73,False,8,300.0,180.0,180.0,60.0,124337.4417562494,112082.3252256712,104887.76775537158,9,5,8,4,3,4,12255.116530578203,19449.67400087783,10.934031307704622,18.54331960447481,40,81,success,32.336517799063586,,
11,Product-mix + seven-factor full factorial design,298,299,3,0,1,1,15,30,25,300,600,600,0.5,0.8,full,40,0,73,False,8,300.0,180.0,180.0,60.0,179410.17959105517,155394.14219020505,148566.79770560816,9,6,8,4,3,4,24016.037400850124,30843.381885447016,15.454918095595966,20.76061567037648,40,81,success,32.46336714900099,,
11,Product-mix + seven-factor full factorial design,299,300,3,0,1,1,15,30,25,300,600,600,0.75,0.8,full,40,0,73,False,8,300.0,180.0,180.0,60.0,179410.17959105517,155394.14219020505,148566.79770560816,9,6,8,4,3,4,24016.037400850124,30843.381885447016,15.454918095595966,20.76061567037648,40,81,success,33.94573465397116,,
11,Product-mix + seven-factor full factorial design,300,301,3,0,1,1,15,30,25,600,600,300,0.5,0.8,full,40,0,73,False,8,300.0,180.0,180.0,60.0,234142.69296033663,204379.00251179087,197552.8597162916,11,6,8,4,3,4,29763.690448545764,36589.83324404506,14.562988410137024,18.52154066339117,40,81,success,47.69047468400095,,
11,Product-mix + seven-factor full factorial design,301,302,3,0,1,1,15,30,25,600,600,300,0.75,0.8,full,40,0,73,False,8,300.0,180.0,180.0,60.0,234142.69296033663,204379.00251179087,197552.8597162916,11,6,8,4,3,4,29763.690448545764,36589.83324404506,14.562988410137024,18.52154066339117,40,81,success,50.87356657802593,,
11,Product-mix + seven-factor full factorial design,302,303,3,0,1,1,15,30,25,600,600,600,0.5,0.8,full,40,0,73,False,8,300.0,180.0,180.0,60.0,277370.7490252743,247145.80909775232,241231.85933466503,9,6,8,4,3,4,30224.939927521977,36138.88969060924,12.22959840503193,14.980977135558676,40,81,success,27.748711728025228,,
11,Product-mix + seven-factor full factorial design,303,304,3,0,1,1,15,30,25,600,600,600,0.75,0.8,full,40,0,73,False,8,300.0,180.0,180.0,60.0,277370.7490252743,247145.8090977525,241231.85933466503,9,6,8,4,3,4,30224.9399275218,36138.88969060924,12.229598405031853,14.980977135558676,40,81,success,25.525687142042443,,
11,Product-mix + seven-factor full factorial design,304,305,3,0,1,1,30,30,25,300,300,300,0.5,0.8,full,40,0,73,False,8,300.0,180.0,180.0,60.0,189683.94970218715,188985.48821092723,189027.7144015902,8,7,8,4,4,4,698.4614912599209,656.235300596949,0.3695847220186378,0.3471635377248302,40,81,success,15.07382998103276,,
11,Product-mix + seven-factor full factorial design,305,306,3,0,1,1,30,30,25,300,300,300,0.75,0.8,full,40,0,73,False,8,300.0,180.0,180.0,60.0,189683.94970218715,188985.48821092723,189027.7144015902,8,7,8,4,4,4,698.4614912599209,656.235300596949,0.3695847220186378,0.3471635377248302,40,81,success,15.284171944949776,,
11,Product-mix + seven-factor full factorial design,306,307,3,0,1,1,30,30,25,300,300,600,0.5,0.8,full,40,0,73,False,8,300.0,180.0,180.0,60.0,244916.31718122875,244393.48586820904,244407.9802057756,8,8,8,4,4,4,522.8313130197057,508.33697545315954,0.2139301344969752,0.2079870612347325,40,81,success,21.551820008084174,,
11,Product-mix + seven-factor full factorial design,307,308,3,0,1,1,30,30,25,300,300,600,0.75,0.8,full,40,0,73,False,8,300.0,180.0,180.0,60.0,244916.31718122875,244393.48586820904,244407.9802057756,8,8,8,4,4,4,522.8313130197057,508.33697545315954,0.2139301344969752,0.2079870612347325,40,81,success,21.561018729000352,,
11,Product-mix + seven-factor full factorial design,308,309,3,0,1,1,30,30,25,600,300,300,0.5,0.8,full,40,0,73,False,8,300.0,180.0,180.0,60.0,372682.34520054114,372398.0681829529,372275.71343987685,9,8,8,4,4,4,284.2770175882615,406.6317606642842,0.0763368668842291,0.1092286566069413,40,81,success,27.538201041985303,,
11,Product-mix + seven-factor full factorial design,309,310,3,0,1,1,30,30,25,600,300,300,0.75,0.8,full,40,0,73,False,8,300.0,180.0,180.0,60.0,372682.34520054114,372398.0681829529,372275.71343987685,9,8,8,4,4,4,284.2770175882615,406.6317606642842,0.0763368668842291,0.1092286566069413,40,81,success,27.26985220692586,,
