Analysis,Analysis Name,Analysis Task Index,Run Id,Established Products,Launch Products,Decline Products,Competition Time,Availability,Probability Launch,N Scenarios Sampled,Seed,Capacity Seed,Evaluation Include No Launch,Solver Threads,Time Limit Multi,Time Limit Single,Time Limit Long,Time Limit Evaluation,Multi Profit,Single Profit,Long Profit,N Arcs Multi,N Arcs Single,N Arcs Long,Multi Machines,Single Machines,N Machines Long,VMPSP,VMPLC,Percent Vmpsp,Percent Vmplc,Planning Scenarios,Evaluation Scenarios,Status,Runtime Seconds,Error Type,Error Message,Growth Demand Level,Growth Slope,Launch Time,Net Revenue,Decline Slope,Decline Demand Level,Number of Arcs Multi-Period,Number of Arcs Start-Period,Number of Arcs Long-Chain,Number Of Machines Multi-Period,Number Of Machines Start-Period,Number Of Machines Long-Chain,Decline Time,Unit Operating Profit
7,Decline products vs net revenue,42,43,0,0,4,3,0.8,0.975,40,0,73,False,8,300.0,180.0,180.0,60.0,133615.26315082874,133615.26315082874,129615.26315082936,4,4,8,4,4,4,0.0,3999.999999999389,0.0,3.086056304452902,40,81,success,5.660138288047165,,,45,0.5,3,300,0.5,15,4,4,8,4,4,4,3,300
7,Decline products vs net revenue,43,44,0,0,4,3,0.8,0.975,40,0,73,False,8,300.0,180.0,180.0,60.0,187305.7921424132,187305.7921424132,183305.79214241327,4,4,8,4,4,4,0.0,3999.999999999942,0.0,2.182145993996893,40,81,success,5.358941979007796,,,45,0.5,3,400,0.5,15,4,4,8,4,4,4,3,400
7,Decline products vs net revenue,44,45,0,0,4,3,0.8,0.975,40,0,73,False,8,300.0,180.0,180.0,60.0,240996.32113400043,240996.32113400043,236996.3211339994,4,4,8,4,4,4,0.0,4000.0000000010477,0.0,1.6877899120380944,40,81,success,14.114694692892954,,,45,0.5,3,500,0.5,15,4,4,8,4,4,4,3,500
7,Decline products vs net revenue,45,46,0,0,4,3,0.8,0.975,40,0,73,False,8,300.0,180.0,180.0,60.0,294686.8501255794,294686.8501255794,290686.8501255806,4,4,8,4,4,4,0.0,3999.9999999987776,0.0,1.376051238049029,40,81,success,26.285414025885984,,,45,0.5,3,600,0.5,15,4,4,8,4,4,4,3,600
7,Decline products vs net revenue,46,47,0,0,4,3,0.8,0.975,40,0,73,False,8,300.0,180.0,180.0,60.0,351786.65473166935,348377.3791171656,344377.3791171646,10,4,8,6,4,4,3409.275614503771,7409.275614504761,0.9786156676255292,2.1514989264100204,40,81,success,167.4233215949498,,,45,0.5,3,700,0.5,15,10,4,8,6,4,4,3,700
7,Decline products vs net revenue,47,48,0,0,4,3,0.8,0.975,40,0,73,False,8,300.0,180.0,180.0,60.0,413423.1494653376,402067.9081087483,398067.9081087485,10,4,8,6,4,4,11355.241356589308,15355.241356589133,2.8242098231620183,3.8574426734230185,40,81,success,255.2057452187873,,,45,0.5,3,800,0.5,15,10,4,8,6,4,4,3,800
7,Decline products vs net revenue,48,49,0,0,4,3,0.8,0.975,40,0,73,False,8,300.0,180.0,180.0,60.0,475059.6441989881,455758.43710032856,451758.43710033,10,4,8,6,4,4,19301.207098659535,23301.20709865808,4.2349642985129545,5.157890851628559,40,81,success,305.2954346430488,,,45,0.5,3,900,0.5,15,10,4,8,6,4,4,3,900
7,Decline products vs net revenue,49,50,0,0,4,3,0.8,0.975,40,0,73,False,8,300.0,180.0,180.0,60.0,536696.1389326511,509448.9660919228,505448.9660919207,10,4,8,6,4,4,27247.172840728366,31247.17284073046,5.348361593457823,6.182062866273204,40,81,success,305.20155358104967,,,45,0.5,3,1000,0.5,15,10,4,8,6,4,4,3,1000
8,Decline products vs decline demand level,0,1,4,0,0,3,0.8,0.975,40,0,73,False,8,300.0,180.0,180.0,60.0,192193.19388778624,189837.44470429813,189846.16200539024,8,4,8,5,4,4,2355.7491834881075,2347.031882395997,1.240929673888921,1.2362809221970934,40,81,success,191.791549339192,,,45,0.5,3,300,0.5,5,8,4,8,5,4,4,3,300
8,Decline products vs decline demand level,1,2,4,0,0,3,0.8,0.975,40,0,73,False,8,300.0,180.0,180.0,60.0,192193.19388778624,189837.44470429813,189846.16200539024,8,4,8,5,4,4,2355.7491834881075,2347.031882395997,1.240929673888921,1.2362809221970934,40,81,success,190.5850682388991,,,45,0.5,3,300,0.5,10,8,4,8,5,4,4,3,300
8,Decline products vs decline demand level,2,3,4,0,0,3,0.8,0.975,40,0,73,False,8,300.0,180.0,180.0,60.0,192193.19388778624,189837.44470429813,189846.16200539024,8,4,8,5,4,4,2355.7491834881075,2347.031882395997,1.240929673888921,1.2362809221970934,40,81,success,191.46400335198268,,,45,0.5,3,300,0.5,15,8,4,8,5,4,4,3,300
8,Decline products vs decline demand level,3,4,4,0,0,3,0.8,0.975,40,0,73,False,8,300.0,180.0,180.0,60.0,192193.19388778624,189837.44470429813,189846.16200539024,8,4,8,5,4,4,2355.7491834881075,2347.031882395997,1.240929673888921,1.2362809221970934,40,81,success,190.6469540069811,,,45,0.5,3,300,0.5,20,8,4,8,5,4,4,3,300
8,Decline products vs decline demand level,4,5,4,0,0,3,0.8,0.975,40,0,73,False,8,300.0,180.0,180.0,60.0,192193.19388778624,189837.44470429813,189846.16200539024,8,4,8,5,4,4,2355.7491834881075,2347.031882395997,1.240929673888921,1.2362809221970934,40,81,success,164.03769383300096,,,45,0.5,3,300,0.5,25,8,4,8,5,4,4,3,300
8,Decline products vs decline demand level,5,6,4,0,0,3,0.8,0.975,40,0,73,False,8,300.0,180.0,180.0,60.0,192193.19388778624,189837.44470429813,189846.16200539024,8,4,8,5,4,4,2355.7491834881075,2347.031882395997,1.240929673888921,1.2362809221970934,40,81,success,185.5782793839462,,,45,0.5,3,300,0.5,30,8,4,8,5,4,4,3,300
8,Decline products vs decline demand level,6,7,3,0,1,3,0.8,0.975,40,0,73,False,8,300.0,180.0,180.0,60.0,175005.5576044393,174478.52718812667,173565.2845363087,7,7,8,4,4,4,527.0304163126275,1440.2730681305984,0.3020603307502541,0.829816326449373,40,81,success,13.500109627842903,,,45,0.5,3,300,0.5,5,7,7,8,4,4,4,3,300
8,Decline products vs decline demand level,7,8,3,0,1,3,0.8,0.975,40,0,73,False,8,300.0,180.0,180.0,60.0,180245.40166178468,179718.37124547214,178892.4143258042,7,7,8,4,4,4,527.0304163125402,1352.9873359804915,0.2932535013867249,0.7563134194814939,40,81,success,24.066728706937283,,,45,0.5,3,300,0.5,10,7,7,8,4,4,4,3,300
8,Decline products vs decline demand level,8,9,3,0,1,3,0.8,0.975,40,0,73,False,8,300.0,180.0,180.0,60.0,184660.8642160152,184133.8337997025,183435.4770746405,7,7,8,4,4,4,527.0304163127148,1225.3871413746965,0.2862213887785287,0.6680207999655826,40,81,success,39.37180615402758,,,45,0.5,3,300,0.5,15,7,7,8,4,4,4,3,300
8,Decline products vs decline demand level,9,10,3,0,1,3,0.8,0.975,40,0,73,False,8,300.0,180.0,180.0,60.0,187728.26908048807,187201.23866417533,186757.67045802576,7,7,8,4,4,4,527.0304163127439,970.5986224623048,0.2815314792110788,0.5197101784798976,40,81,success,52.39368498488329,,,45,0.5,3,300,0.5,20,7,7,8,4,4,4,3,300
8,Decline products vs decline demand level,10,11,3,0,1,3,0.8,0.975,40,0,73,False,8,300.0,180.0,180.0,60.0,189592.02528203887,188921.9022080436,188897.45978601492,8,7,8,4,4,4,670.1230739952589,694.5654960239481,0.3547090444057347,0.36769446069349,40,81,success,139.7241644889582,,,45,0.5,3,300,0.5,25,8,7,8,4,4,4,3,300
8,Decline products vs decline demand level,11,12,3,0,1,3,0.8,0.975,40,0,73,False,8,300.0,180.0,180.0,60.0,192480.98617187227,190719.42698108847,190079.2437925618,8,4,8,5,4,4,1761.5591907837952,2401.7423793104535,0.9236390957479488,1.263547945261995,40,81,success,186.426436081063,,,45,0.5,3,300,0.5,30,8,4,8,5,4,4,3,300
8,Decline products vs decline demand level,12,13,2,0,2,3,0.8,0.975,40,0,73,False,8,300.0,180.0,180.0,60.0,144825.8109541232,144435.73208551673,142488.36932664085,6,6,8,4,4,4,390.07886860647704,2337.4416274823598,0.2700708910282126,1.6404438050126042,40,81,success,7.426892940886319,,,45,0.5,3,300,0.5,5,6,6,8,4,4,4,3,300
8,Decline products vs decline demand level,13,14,2,0,2,3,0.8,0.975,40,0,73,False,8,300.0,180.0,180.0,60.0,157418.775268948,157028.69640796722,155169.72906571018,6,6,8,4,4,4,390.0788609807787,2249.0462032378127,0.2484124684875032,1.449410408060584,40,81,success,8.243483697995543,,,45,0.5,3,300,0.5,10,6,6,8,4,4,4,3,300
8,Decline products vs decline demand level,14,15,2,0,2,3,0.8,0.975,40,0,73,False,8,300.0,180.0,180.0,60.0,169600.14045494088,169210.0615939601,167763.1717343136,6,6,8,4,4,4,390.0788609807787,1836.9687206272793,0.2305293534593822,1.0949773431420844,40,81,success,9.112364397151396,,,45,0.5,3,300,0.5,15,6,6,8,4,4,4,3,300
8,Decline products vs decline demand level,15,16,2,0,2,3,0.8,0.975,40,0,73,False,8,300.0,180.0,180.0,60.0,180527.6023650877,179777.47792295754,179189.12050394272,7,6,8,4,4,4,750.1244421301526,1338.4818611449737,0.4172516217252039,0.7469660308509529,40,81,success,20.64494880894199,,,45,0.5,3,300,0.5,20,7,6,8,4,4,4,3,300
8,Decline products vs decline demand level,16,17,2,0,2,3,0.8,0.975,40,0,73,False,8,300.0,180.0,180.0,60.0,188104.0831043521,187537.9929763183,187186.74952780292,7,7,8,4,4,4,566.0901280338003,917.3335765491647,0.3018535706017252,0.490063307826649,40,81,success,54.26672993390821,,,45,0.5,3,300,0.5,25,7,7,8,4,4,4,3,300
8,Decline products vs decline demand level,17,18,2,0,2,3,0.8,0.975,40,0,73,False,8,300.0,180.0,180.0,60.0,192732.5872839359,191586.9198810828,190327.79435139697,8,4,8,5,4,4,1145.6674028530833,2404.792932538927,0.5979883196432322,1.2635006572392806,40,81,success,177.91298538912088,,,45,0.5,3,300,0.5,30,8,4,8,5,4,4,3,300
8,Decline products vs decline demand level,18,19,1,0,3,3,0.8,0.975,40,0,73,False,8,300.0,180.0,180.0,60.0,113730.95501680084,113535.91558631044,110574.82285682812,5,5,8,4,4,4,195.0394304904039,3156.1321599727235,0.1717865483210197,2.854295470189668,40,81,success,5.803263182984665,,,45,0.5,3,300,0.5,5,5,5,8,4,4,4,3,300
8,Decline products vs decline demand level,19,20,1,0,3,3,0.8,0.975,40,0,73,False,8,300.0,180.0,180.0,60.0,132729.54090240592,132534.50147191552,129615.2631508266,5,5,8,4,4,4,195.0394304904039,3114.277751579313,0.1471612510888218,2.402709122270117,40,81,success,6.660585737088695,,,45,0.5,3,300,0.5,10,5,5,8,4,4,4,3,300
8,Decline products vs decline demand level,20,21,1,0,3,3,0.8,0.975,40,0,73,False,8,300.0,180.0,180.0,60.0,151616.24479517154,151421.20536468114,148801.26162331662,5,5,8,4,4,4,195.0394304904039,2814.983171854925,0.1288058895190228,1.891773726341731,40,81,success,8.191224996000528,,,45,0.5,3,300,0.5,15,5,5,8,4,4,4,3,300
8,Decline products vs decline demand level,21,22,1,0,3,3,0.8,0.975,40,0,73,False,8,300.0,180.0,180.0,60.0,169922.48652151923,169413.8944791252,167871.18290068806,6,5,8,4,4,4,508.5920423940115,2051.303620831168,0.3002068065064806,1.2219510135010725,40,81,success,10.26879874104634,,,45,0.5,3,300,0.5,20,6,5,8,4,4,4,3,300
8,Decline products vs decline demand level,22,23,1,0,3,3,0.8,0.975,40,0,73,False,8,300.0,180.0,180.0,60.0,185253.6514906113,184865.57277180607,184223.12530132988,7,6,8,4,4,4,388.07871880522,1030.5261892814015,0.2099248188759127,0.5593902435407018,40,81,success,75.70199374505319,,,45,0.5,3,300,0.5,25,7,6,8,4,4,4,3,300
8,Decline products vs decline demand level,23,24,1,0,3,3,0.8,0.975,40,0,73,False,8,300.0,180.0,180.0,60.0,192989.75874039065,192486.57681413932,190550.72279753856,8,4,8,5,4,4,503.1819262513309,2439.0359428520896,0.261411436880159,1.2799930155308736,40,81,success,250.36157712899148,,,45,0.5,3,300,0.5,30,8,4,8,5,4,4,3,300
8,Decline products vs decline demand level,24,25,0,0,4,3,0.8,0.975,40,0,73,False,8,300.0,180.0,180.0,60.0,82646.67812884657,82646.67812884657,78646.6781288466,4,4,8,4,4,4,0.0,3999.999999999971,0.0,5.086038082176572,40,81,success,4.256707152118906,,,45,0.5,3,300,0.5,5,4,4,8,4,4,4,3,300
8,Decline products vs decline demand level,25,26,0,0,4,3,0.8,0.975,40,0,73,False,8,300.0,180.0,180.0,60.0,108033.93185417703,108033.93185417703,104033.93185417716,4,4,8,4,4,4,0.0,3999.999999999869,0.0,3.844899379182001,40,81,success,5.083231728989631,,,45,0.5,3,300,0.5,10,4,4,8,4,4,4,3,300
8,Decline products vs decline demand level,26,27,0,0,4,3,0.8,0.975,40,0,73,False,8,300.0,180.0,180.0,60.0,133615.26315082874,133615.26315082874,129615.26315082936,4,4,8,4,4,4,0.0,3999.999999999389,0.0,3.086056304452902,40,81,success,5.596105427015573,,,45,0.5,3,300,0.5,15,4,4,8,4,4,4,3,300
8,Decline products vs decline demand level,27,28,0,0,4,3,0.8,0.975,40,0,73,False,8,300.0,180.0,180.0,60.0,159117.70954433078,159117.70954433078,155194.41621908487,4,4,8,4,4,4,0.0,3923.2933252459043,0.0,2.527986135601341,40,81,success,6.794334559002891,,,45,0.5,3,300,0.5,20,4,4,8,4,4,4,3,300
8,Decline products vs decline demand level,28,29,0,0,4,3,0.8,0.975,40,0,73,False,8,300.0,180.0,180.0,60.0,182010.7056253624,182010.7056253624,179828.9806737989,4,4,8,4,4,4,0.0,2181.7249515634903,0.0,1.213222108799585,40,81,success,17.23799500684254,,,45,0.5,3,300,0.5,25,4,4,8,4,4,4,3,300
8,Decline products vs decline demand level,29,30,0,0,4,3,0.8,0.975,40,0,73,False,8,300.0,180.0,180.0,60.0,193440.8761434505,193440.8761434505,190734.1914221947,4,4,8,4,4,4,0.0,2706.6847212557914,0.0,1.4190873178393484,40,81,success,196.56768658314832,,,45,0.5,3,300,0.5,30,4,4,8,4,4,4,3,300
9,Decline products vs decline slope,0,1,4,0,0,3,0.8,0.975,40,0,73,False,8,300.0,180.0,180.0,60.0,192193.19388778624,189837.44470429813,189846.16200539024,8,4,8,5,4,4,2355.7491834881075,2347.031882395997,1.240929673888921,1.2362809221970934,40,81,success,176.73529638396576,,,45,0.5,3,300,0.5,15,8,4,8,5,4,4,3,300
9,Decline products vs decline slope,1,2,4,0,0,3,0.8,0.975,40,0,73,False,8,300.0,180.0,180.0,60.0,192193.19388778624,189837.44470429813,189846.16200539024,8,4,8,5,4,4,2355.7491834881075,2347.031882395997,1.240929673888921,1.2362809221970934,40,81,success,169.76420845207758,,,45,0.5,3,300,1.0,15,8,4,8,5,4,4,3,300
9,Decline products vs decline slope,2,3,4,0,0,3,0.8,0.975,40,0,73,False,8,300.0,180.0,180.0,60.0,192193.19388778624,189837.44470429813,189846.16200539024,8,4,8,5,4,4,2355.7491834881075,2347.031882395997,1.240929673888921,1.2362809221970934,40,81,success,171.69530675199348,,,45,0.5,3,300,1.5,15,8,4,8,5,4,4,3,300
9,Decline products vs decline slope,3,4,4,0,0,3,0.8,0.975,40,0,73,False,8,300.0,180.0,180.0,60.0,192193.19388778624,189837.44470429813,189846.16200539024,8,4,8,5,4,4,2355.7491834881075,2347.031882395997,1.240929673888921,1.2362809221970934,40,81,success,207.6925768830115,,,45,0.5,3,300,2.0,15,8,4,8,5,4,4,3,300
9,Decline products vs decline slope,4,5,4,0,0,3,0.8,0.975,40,0,73,False,8,300.0,180.0,180.0,60.0,192193.19388778624,189837.44470429813,189846.16200539024,8,4,8,5,4,4,2355.7491834881075,2347.031882395997,1.240929673888921,1.2362809221970934,40,81,success,177.07034026703332,,,45,0.5,3,300,2.5,15,8,4,8,5,4,4,3,300
9,Decline products vs decline slope,5,6,4,0,0,3,0.8,0.975,40,0,73,False,8,300.0,180.0,180.0,60.0,192193.19388778624,189837.44470429813,189846.16200539024,8,4,8,5,4,4,2355.7491834881075,2347.031882395997,1.240929673888921,1.2362809221970934,40,81,success,174.0165471410146,,,45,0.5,3,300,3.0,15,8,4,8,5,4,4,3,300
9,Decline products vs decline slope,6,7,4,0,0,3,0.8,0.975,40,0,73,False,8,300.0,180.0,180.0,60.0,192193.19388778624,189837.44470429813,189846.16200539024,8,4,8,5,4,4,2355.7491834881075,2347.031882395997,1.240929673888921,1.2362809221970934,40,81,success,171.8061522290809,,,45,0.5,3,300,3.5,15,8,4,8,5,4,4,3,300
9,Decline products vs decline slope,7,8,4,0,0,3,0.8,0.975,40,0,73,False,8,300.0,180.0,180.0,60.0,192193.19388778624,189837.44470429813,189846.16200539024,8,4,8,5,4,4,2355.7491834881075,2347.031882395997,1.240929673888921,1.2362809221970934,40,81,success,176.71433072700165,,,45,0.5,3,300,4.0,15,8,4,8,5,4,4,3,300
9,Decline products vs decline slope,8,9,3,0,1,3,0.8,0.975,40,0,73,False,8,300.0,180.0,180.0,60.0,184801.64935957003,184274.61894325743,183524.1492226301,7,7,8,4,4,4,527.0304163125984,1277.5001369399251,0.2860027166708637,0.6960937524304831,40,81,success,57.887387265916914,,,45,0.5,3,300,0.5,15,7,7,8,4,4,4,3,300
9,Decline products vs decline slope,9,10,3,0,1,3,0.8,0.975,40,0,73,False,8,300.0,180.0,180.0,60.0,184660.8642160152,184133.8337997025,183435.4770746405,7,7,8,4,4,4,527.0304163127148,1225.3871413746965,0.2862213887785287,0.6680207999655826,40,81,success,51.41503016895149,,,45,0.5,3,300,1.0,15,7,7,8,4,4,4,3,300
9,Decline products vs decline slope,10,11,3,0,1,3,0.8,0.975,40,0,73,False,8,300.0,180.0,180.0,60.0,184399.19848921907,183872.16807290656,183260.4867293329,7,7,8,4,4,4,527.0304163125111,1138.7117598861805,0.2866287061473817,0.6213624007056164,40,81,success,45.57831059989985,,,45,0.5,3,300,1.5,15,7,7,8,4,4,4,3,300
9,Decline products vs decline slope,11,12,3,0,1,3,0.8,0.975,40,0,73,False,8,300.0,180.0,180.0,60.0,184068.5290225877,183541.49860627443,183005.14288132967,7,7,8,4,4,4,527.0304163132678,1063.38614125803,0.2871450981468945,0.5810689932072172,40,81,success,62.38906848698389,,,45,0.5,3,300,2.0,15,7,7,8,4,4,4,3,300
9,Decline products vs decline slope,12,13,3,0,1,3,0.8,0.975,40,0,73,False,8,300.0,180.0,180.0,60.0,183673.61927014592,183146.58885383292,182687.77410135115,7,7,8,4,4,4,527.0304163130058,985.8451687947672,0.2877642546395249,0.5396339047011823,40,81,success,51.50402922509238,,,45,0.5,3,300,2.5,15,7,7,8,4,4,4,3,300
9,Decline products vs decline slope,13,14,3,0,1,3,0.8,0.975,40,0,73,False,8,300.0,180.0,180.0,60.0,183381.50004874848,182854.46963243585,182451.30484629868,7,7,8,4,4,4,527.0304163126275,930.1952024498023,0.2882239725241962,0.5098320361333787,40,81,success,51.56705349299591,,,45,0.5,3,300,3.0,15,7,7,8,4,4,4,3,300
9,Decline products vs decline slope,14,15,3,0,1,3,0.8,0.975,40,0,73,False,8,300.0,180.0,180.0,60.0,183188.1572739498,182661.12685763653,182304.56649985464,7,7,8,4,4,4,527.0304163132678,883.5907740951516,0.2885290512436012,0.4846783550514386,40,81,success,52.42795369995292,,,45,0.5,3,300,3.5,15,7,7,8,4,4,4,3,300
9,Decline products vs decline slope,15,16,3,0,1,3,0.8,0.975,40,0,73,False,8,300.0,180.0,180.0,60.0,183037.76479970323,182510.73438339075,182186.60521125369,7,7,8,4,4,4,527.030416312482,851.1595884495473,0.2887668049186503,0.4671910909490788,40,81,success,59.215292330947705,,,45,0.5,3,300,4.0,15,7,7,8,4,4,4,3,300
9,Decline products vs decline slope,16,17,2,0,2,3,0.8,0.975,40,0,73,False,8,300.0,180.0,180.0,60.0,169839.03261589355,169448.95375491277,167831.0255317108,6,6,8,4,4,4,390.0788609807787,2008.0070841827546,0.2302043490601778,1.1964456975825082,40,81,success,14.023394925054165,,,45,0.5,3,300,0.5,15,6,6,8,4,4,4,3,300
9,Decline products vs decline slope,17,18,2,0,2,3,0.8,0.975,40,0,73,False,8,300.0,180.0,180.0,60.0,169600.14045494088,169210.0615939601,167763.1717343136,6,6,8,4,4,4,390.0788609807787,1836.9687206272793,0.2305293534593822,1.0949773431420844,40,81,success,10.357003686018288,,,45,0.5,3,300,1.0,15,6,6,8,4,4,4,3,300
9,Decline products vs decline slope,18,19,2,0,2,3,0.8,0.975,40,0,73,False,8,300.0,180.0,180.0,60.0,169209.45055293402,168819.37169195325,167621.8737939321,6,6,8,4,4,4,390.0788609807787,1587.5767590019095,0.2310628555664573,0.9471178928315857,40,81,success,12.706108252052218,,,45,0.5,3,300,1.5,15,6,6,8,4,4,4,3,300
9,Decline products vs decline slope,19,20,2,0,2,3,0.8,0.975,40,0,73,False,8,300.0,180.0,180.0,60.0,168682.34773304715,168292.26887206637,167405.9858202603,6,6,8,4,4,4,390.0788609807787,1276.3619127868442,0.2317865601285057,0.7624350506541878,40,81,success,14.80940724699758,,,45,0.5,3,300,2.0,15,6,6,8,4,4,4,3,300
9,Decline products vs decline slope,20,21,2,0,2,3,0.8,0.975,40,0,73,False,8,300.0,180.0,180.0,60.0,168426.21507667215,167598.3108588866,167097.4486221461,7,6,8,4,4,4,827.9042177855445,1328.7664545260486,0.4939812421394975,0.7952045141818772,40,81,success,21.878553209011443,,,45,0.5,3,300,2.5,15,7,6,8,4,4,4,3,300
9,Decline products vs decline slope,21,22,2,0,2,3,0.8,0.975,40,0,73,False,8,300.0,180.0,180.0,60.0,168175.8392504345,167596.64349599186,167000.68211695855,7,7,8,4,4,4,579.195754442655,1175.1571334759647,0.3455891134576968,0.7036840320526033,40,81,success,21.844646897050552,,,45,0.5,3,300,3.0,15,7,7,8,4,4,4,3,300
9,Decline products vs decline slope,22,23,2,0,2,3,0.8,0.975,40,0,73,False,8,300.0,180.0,180.0,60.0,168098.36939551152,167519.1736410693,167082.8858811386,7,7,8,4,4,4,579.1957544422185,1015.4835143729288,0.345748932407712,0.6077723095442196,40,81,success,21.12246765301097,,,45,0.5,3,300,3.5,15,7,7,8,4,4,4,3,300
9,Decline products vs decline slope,23,24,2,0,2,3,0.8,0.975,40,0,73,False,8,300.0,180.0,180.0,60.0,168029.44467830122,167417.16436812235,167210.87741105273,8,7,8,4,4,4,612.2803101788741,818.5672672484943,0.3657213479213947,0.4895418766544829,40,81,success,26.53045270999428,,,45,0.5,3,300,4.0,15,8,7,8,4,4,4,3,300
9,Decline products vs decline slope,24,25,1,0,3,3,0.8,0.975,40,0,73,False,8,300.0,180.0,180.0,60.0,151732.70952553116,151559.29339252226,148801.26162331598,5,5,8,4,4,4,173.4161330088973,2931.447902215179,0.1144213126936189,1.970042370766999,40,81,success,8.04358549497556,,,45,0.5,3,300,0.5,15,5,5,8,4,4,4,3,300
9,Decline products vs decline slope,25,26,1,0,3,3,0.8,0.975,40,0,73,False,8,300.0,180.0,180.0,60.0,151616.24479517154,151421.20536468114,148801.26162331662,5,5,8,4,4,4,195.0394304904039,2814.983171854925,0.1288058895190228,1.891773726341731,40,81,success,9.489436145988291,,,45,0.5,3,300,1.0,15,5,5,8,4,4,4,3,300
9,Decline products vs decline slope,26,27,1,0,3,3,0.8,0.975,40,0,73,False,8,300.0,180.0,180.0,60.0,151417.3161284196,151222.27669792922,148782.6986567032,5,5,8,4,4,4,195.0394304903748,2634.617471716396,0.1289753300566765,1.770782151085614,40,81,success,8.782423538039438,,,45,0.5,3,300,1.5,15,5,5,8,4,4,4,3,300
9,Decline products vs decline slope,27,28,1,0,3,3,0.8,0.975,40,0,73,False,8,300.0,180.0,180.0,60.0,151060.21814263356,150865.17871214318,148731.2141094706,5,5,8,4,4,4,195.0394304903748,2329.004033162957,0.1292806147550574,1.5659147591229508,40,81,success,12.796194382943211,,,45,0.5,3,300,2.0,15,5,5,8,4,4,4,3,300
9,Decline products vs decline slope,28,29,1,0,3,3,0.8,0.975,40,0,73,False,8,300.0,180.0,180.0,60.0,150386.96242250997,150191.9229920196,148620.59761497626,5,5,8,4,4,4,195.0394304903748,1766.3648075337114,0.1298601326921808,1.1885060589715444,40,81,success,9.442800123011692,,,45,0.5,3,300,2.5,15,5,5,8,4,4,4,3,300
9,Decline products vs decline slope,29,30,1,0,3,3,0.8,0.975,40,0,73,False,8,300.0,180.0,180.0,60.0,150168.79891131824,149648.83950131017,148887.08560887154,6,5,8,4,4,4,519.9594100080722,1281.713302446704,0.3474530185070495,0.8608626444699057,40,81,success,11.227905250969345,,,45,0.5,3,300,3.0,15,6,5,8,4,4,4,3,300
9,Decline products vs decline slope,30,31,1,0,3,3,0.8,0.975,40,0,73,False,8,300.0,180.0,180.0,60.0,150257.3937201039,149614.56174488712,149440.50833845552,7,6,8,4,4,4,642.8319752167736,816.8853816483752,0.4296586961320571,0.5466291507776986,40,81,success,16.075843818951398,,,45,0.5,3,300,3.5,15,7,6,8,4,4,4,3,300
9,Decline products vs decline slope,31,32,1,0,3,3,0.8,0.975,40,0,73,False,8,300.0,180.0,180.0,60.0,150947.98681788615,149826.1246616413,150040.01912294675,8,7,8,4,4,4,1121.8621562448388,907.9676949394052,0.7487760621042476,0.605150346052251,40,81,success,12.859017460956238,,,45,0.5,3,300,4.0,15,8,7,8,4,4,4,3,300
9,Decline products vs decline slope,32,33,0,0,4,3,0.8,0.975,40,0,73,False,8,300.0,180.0,180.0,60.0,133615.26315082784,133615.26315082784,129615.26315082752,4,4,8,4,4,4,0.0,4000.00000000032,0.0,3.0860563044536646,40,81,success,7.793049440020695,,,45,0.5,3,300,0.5,15,4,4,8,4,4,4,3,300
9,Decline products vs decline slope,33,34,0,0,4,3,0.8,0.975,40,0,73,False,8,300.0,180.0,180.0,60.0,133615.26315082874,133615.26315082874,129615.26315082936,4,4,8,4,4,4,0.0,3999.999999999389,0.0,3.086056304452902,40,81,success,6.509537306032144,,,45,0.5,3,300,1.0,15,4,4,8,4,4,4,3,300
9,Decline products vs decline slope,34,35,0,0,4,3,0.8,0.975,40,0,73,False,8,300.0,180.0,180.0,60.0,133615.26315082825,133615.26315082825,129615.26315082936,4,4,8,4,4,4,0.0,3999.999999998894,0.0,3.0860563044525207,40,81,success,6.433844337007031,,,45,0.5,3,300,1.5,15,4,4,8,4,4,4,3,300
9,Decline products vs decline slope,35,36,0,0,4,3,0.8,0.975,40,0,73,False,8,300.0,180.0,180.0,60.0,133460.25404826095,133460.25404826095,129607.81487342196,4,4,8,4,4,4,0.0,3852.43917483899,0.0,2.9723818572216167,40,81,success,6.500743082957342,,,45,0.5,3,300,2.0,15,4,4,8,4,4,4,3,300
9,Decline products vs decline slope,36,37,0,0,4,3,0.8,0.975,40,0,73,False,8,300.0,180.0,180.0,60.0,132816.37325409558,132816.37325409558,129570.88358101566,4,4,8,4,4,4,0.0,3245.489673079923,0.0,2.504798596245308,40,81,success,6.678981803008355,,,45,0.5,3,300,2.5,15,4,4,8,4,4,4,3,300
9,Decline products vs decline slope,37,38,0,0,4,3,0.8,0.975,40,0,73,False,8,300.0,180.0,180.0,60.0,132247.7421627032,132247.7421627032,130065.8812455301,4,4,8,4,4,4,0.0,2181.860917173093,0.0,1.6775044279708642,40,81,success,8.756616720929742,,,45,0.5,3,300,3.0,15,4,4,8,4,4,4,3,300
9,Decline products vs decline slope,38,39,0,0,4,3,0.8,0.975,40,0,73,False,8,300.0,180.0,180.0,60.0,131887.78012263458,131887.78012263458,131017.206268659,4,4,8,4,4,4,0.0,870.5738539755694,0.0,0.6644729183054041,40,81,success,8.905656915041618,,,45,0.5,3,300,3.5,15,4,4,8,4,4,4,3,300
